# offlineChannelIndex,barIndex,SiPM,sectorName,moduleNumber,side,ROC,ROCport,FEBchannel
597,149,1,CRV_EX,2,+,1,11,42
598,149,2,CRV_EX,2,-,1,9,43
599,149,3,CRV_EX,2,+,1,11,43
600,150,0,CRV_EX,2,-,1,9,44
601,150,1,CRV_EX,2,+,1,11,44
602,150,2,CRV_EX,2,-,1,9,45
603,150,3,CRV_EX,2,+,1,11,45
604,151,0,CRV_EX,2,-,1,9,46
605,151,1,CRV_EX,2,+,1,11,46
606,151,2,CRV_EX,2,-,1,9,47
607,151,3,CRV_EX,2,+,1,11,47
608,152,0,CRV_EX,2,-,1,9,48
609,152,1,CRV_EX,2,+,1,11,48
610,152,2,CRV_EX,2,-,1,9,49
611,152,3,CRV_EX,2,+,1,11,49
612,153,0,CRV_EX,2,-,1,9,50
613,153,1,CRV_EX,2,+,1,11,50
614,153,2,CRV_EX,2,-,1,9,51
615,153,3,CRV_EX,2,+,1,11,51
616,154,0,CRV_EX,2,-,1,9,52
617,154,1,CRV_EX,2,+,1,11,52
618,154,2,CRV_EX,2,-,1,9,53
619,154,3,CRV_EX,2,+,1,11,53
620,155,0,CRV_EX,2,-,1,9,54
621,155,1,CRV_EX,2,+,1,11,54
622,155,2,CRV_EX,2,-,1,9,55
623,155,3,CRV_EX,2,+,1,11,55
624,156,0,CRV_EX,2,-,1,9,56
625,156,1,CRV_EX,2,+,1,11,56
626,156,2,CRV_EX,2,-,1,9,57
627,156,3,CRV_EX,2,+,1,11,57
628,157,0,CRV_EX,2,-,1,9,58
629,157,1,CRV_EX,2,+,1,11,58
630,157,2,CRV_EX,2,-,1,9,59
631,157,3,CRV_EX,2,+,1,11,59
632,158,0,CRV_EX,2,-,1,9,60
633,158,1,CRV_EX,2,+,1,11,60
634,158,2,CRV_EX,2,-,1,9,61
635,158,3,CRV_EX,2,+,1,11,61
636,159,0,CRV_EX,2,-,1,9,62
637,159,1,CRV_EX,2,+,1,11,62
638,159,2,CRV_EX,2,-,1,9,63
639,159,3,CRV_EX,2,+,1,11,63
640,160,0,CRV_EX,2,-,1,10,0
641,160,1,CRV_EX,2,+,1,12,0
642,160,2,CRV_EX,2,-,1,10,1
643,160,3,CRV_EX,2,+,1,12,1
644,161,0,CRV_EX,2,-,1,10,2
645,161,1,CRV_EX,2,+,1,12,2
646,161,2,CRV_EX,2,-,1,10,3
647,161,3,CRV_EX,2,+,1,12,3
648,162,0,CRV_EX,2,-,1,10,4
649,162,1,CRV_EX,2,+,1,12,4
650,162,2,CRV_EX,2,-,1,10,5
651,162,3,CRV_EX,2,+,1,12,5
652,163,0,CRV_EX,2,-,1,10,6
653,163,1,CRV_EX,2,+,1,12,6
654,163,2,CRV_EX,2,-,1,10,7
655,163,3,CRV_EX,2,+,1,12,7
656,164,0,CRV_EX,2,-,1,10,8
657,164,1,CRV_EX,2,+,1,12,8
658,164,2,CRV_EX,2,-,1,10,9
659,164,3,CRV_EX,2,+,1,12,9
660,165,0,CRV_EX,2,-,1,10,10
661,165,1,CRV_EX,2,+,1,12,10
662,165,2,CRV_EX,2,-,1,10,11
663,165,3,CRV_EX,2,+,1,12,11
664,166,0,CRV_EX,2,-,1,10,12
665,166,1,CRV_EX,2,+,1,12,12
666,166,2,CRV_EX,2,-,1,10,13
667,166,3,CRV_EX,2,+,1,12,13
668,167,0,CRV_EX,2,-,1,10,14
669,167,1,CRV_EX,2,+,1,12,14
670,167,2,CRV_EX,2,-,1,10,15
671,167,3,CRV_EX,2,+,1,12,15
672,168,0,CRV_EX,2,-,1,10,16
673,168,1,CRV_EX,2,+,1,12,16
674,168,2,CRV_EX,2,-,1,10,17
675,168,3,CRV_EX,2,+,1,12,17
676,169,0,CRV_EX,2,-,1,10,18
677,169,1,CRV_EX,2,+,1,12,18
678,169,2,CRV_EX,2,-,1,10,19
679,169,3,CRV_EX,2,+,1,12,19
680,170,0,CRV_EX,2,-,1,10,20
681,170,1,CRV_EX,2,+,1,12,20
682,170,2,CRV_EX,2,-,1,10,21
683,170,3,CRV_EX,2,+,1,12,21
684,171,0,CRV_EX,2,-,1,10,22
685,171,1,CRV_EX,2,+,1,12,22
686,171,2,CRV_EX,2,-,1,10,23
687,171,3,CRV_EX,2,+,1,12,23
688,172,0,CRV_EX,2,-,1,10,24
689,172,1,CRV_EX,2,+,1,12,24
690,172,2,CRV_EX,2,-,1,10,25
691,172,3,CRV_EX,2,+,1,12,25
692,173,0,CRV_EX,2,-,1,10,26
693,173,1,CRV_EX,2,+,1,12,26
694,173,2,CRV_EX,2,-,1,10,27
695,173,3,CRV_EX,2,+,1,12,27
696,174,0,CRV_EX,2,-,1,10,28
697,174,1,CRV_EX,2,+,1,12,28
698,174,2,CRV_EX,2,-,1,10,29
699,174,3,CRV_EX,2,+,1,12,29
700,175,0,CRV_EX,2,-,1,10,30
701,175,1,CRV_EX,2,+,1,12,30
702,175,2,CRV_EX,2,-,1,10,31
703,175,3,CRV_EX,2,+,1,12,31
704,176,0,CRV_EX,2,-,1,10,32
705,176,1,CRV_EX,2,+,1,12,32
706,176,2,CRV_EX,2,-,1,10,33
707,176,3,CRV_EX,2,+,1,12,33
708,177,0,CRV_EX,2,-,1,10,34
709,177,1,CRV_EX,2,+,1,12,34
710,177,2,CRV_EX,2,-,1,10,35
711,177,3,CRV_EX,2,+,1,12,35
712,178,0,CRV_EX,2,-,1,10,36
713,178,1,CRV_EX,2,+,1,12,36
714,178,2,CRV_EX,2,-,1,10,37
715,178,3,CRV_EX,2,+,1,12,37
716,179,0,CRV_EX,2,-,1,10,38
717,179,1,CRV_EX,2,+,1,12,38
718,179,2,CRV_EX,2,-,1,10,39
719,179,3,CRV_EX,2,+,1,12,39
720,180,0,CRV_EX,2,-,1,10,40
721,180,1,CRV_EX,2,+,1,12,40
722,180,2,CRV_EX,2,-,1,10,41
723,180,3,CRV_EX,2,+,1,12,41
724,181,0,CRV_EX,2,-,1,10,42
725,181,1,CRV_EX,2,+,1,12,42
726,181,2,CRV_EX,2,-,1,10,43
727,181,3,CRV_EX,2,+,1,12,43
728,182,0,CRV_EX,2,-,1,10,44
729,182,1,CRV_EX,2,+,1,12,44
730,182,2,CRV_EX,2,-,1,10,45
731,182,3,CRV_EX,2,+,1,12,45
732,183,0,CRV_EX,2,-,1,10,46
733,183,1,CRV_EX,2,+,1,12,46
734,183,2,CRV_EX,2,-,1,10,47
735,183,3,CRV_EX,2,+,1,12,47
736,184,0,CRV_EX,2,-,1,10,48
737,184,1,CRV_EX,2,+,1,12,48
738,184,2,CRV_EX,2,-,1,10,49
739,184,3,CRV_EX,2,+,1,12,49
740,185,0,CRV_EX,2,-,1,10,50
741,185,1,CRV_EX,2,+,1,12,50
742,185,2,CRV_EX,2,-,1,10,51
743,185,3,CRV_EX,2,+,1,12,51
744,186,0,CRV_EX,2,-,1,10,52
745,186,1,CRV_EX,2,+,1,12,52
746,186,2,CRV_EX,2,-,1,10,53
747,186,3,CRV_EX,2,+,1,12,53
748,187,0,CRV_EX,2,-,1,10,54
749,187,1,CRV_EX,2,+,1,12,54
750,187,2,CRV_EX,2,-,1,10,55
751,187,3,CRV_EX,2,+,1,12,55
752,188,0,CRV_EX,2,-,1,10,56
753,188,1,CRV_EX,2,+,1,12,56
754,188,2,CRV_EX,2,-,1,10,57
755,188,3,CRV_EX,2,+,1,12,57
756,189,0,CRV_EX,2,-,1,10,58
757,189,1,CRV_EX,2,+,1,12,58
758,189,2,CRV_EX,2,-,1,10,59
759,189,3,CRV_EX,2,+,1,12,59
760,190,0,CRV_EX,2,-,1,10,60
761,190,1,CRV_EX,2,+,1,12,60
762,190,2,CRV_EX,2,-,1,10,61
763,190,3,CRV_EX,2,+,1,12,61
764,191,0,CRV_EX,2,-,1,10,62
765,191,1,CRV_EX,2,+,1,12,62
766,191,2,CRV_EX,2,-,1,10,63
767,191,3,CRV_EX,2,+,1,12,63
768,192,0,CRV_EX,3,-,1,13,0
769,192,1,CRV_EX,3,+,1,15,0
770,192,2,CRV_EX,3,-,1,13,1
771,192,3,CRV_EX,3,+,1,15,1
772,193,0,CRV_EX,3,-,1,13,2
773,193,1,CRV_EX,3,+,1,15,2
774,193,2,CRV_EX,3,-,1,13,3
775,193,3,CRV_EX,3,+,1,15,3
776,194,0,CRV_EX,3,-,1,13,4
777,194,1,CRV_EX,3,+,1,15,4
778,194,2,CRV_EX,3,-,1,13,5
779,194,3,CRV_EX,3,+,1,15,5
780,195,0,CRV_EX,3,-,1,13,6
781,195,1,CRV_EX,3,+,1,15,6
782,195,2,CRV_EX,3,-,1,13,7
783,195,3,CRV_EX,3,+,1,15,7
784,196,0,CRV_EX,3,-,1,13,8
785,196,1,CRV_EX,3,+,1,15,8
786,196,2,CRV_EX,3,-,1,13,9
787,196,3,CRV_EX,3,+,1,15,9
788,197,0,CRV_EX,3,-,1,13,10
789,197,1,CRV_EX,3,+,1,15,10
790,197,2,CRV_EX,3,-,1,13,11
791,197,3,CRV_EX,3,+,1,15,11
792,198,0,CRV_EX,3,-,1,13,12
793,198,1,CRV_EX,3,+,1,15,12
794,198,2,CRV_EX,3,-,1,13,13
795,198,3,CRV_EX,3,+,1,15,13
796,199,0,CRV_EX,3,-,1,13,14
797,199,1,CRV_EX,3,+,1,15,14
798,199,2,CRV_EX,3,-,1,13,15
799,199,3,CRV_EX,3,+,1,15,15
800,200,0,CRV_EX,3,-,1,13,16
801,200,1,CRV_EX,3,+,1,15,16
802,200,2,CRV_EX,3,-,1,13,17
803,200,3,CRV_EX,3,+,1,15,17
804,201,0,CRV_EX,3,-,1,13,18
805,201,1,CRV_EX,3,+,1,15,18
806,201,2,CRV_EX,3,-,1,13,19
807,201,3,CRV_EX,3,+,1,15,19
808,202,0,CRV_EX,3,-,1,13,20
809,202,1,CRV_EX,3,+,1,15,20
810,202,2,CRV_EX,3,-,1,13,21
811,202,3,CRV_EX,3,+,1,15,21
812,203,0,CRV_EX,3,-,1,13,22
813,203,1,CRV_EX,3,+,1,15,22
814,203,2,CRV_EX,3,-,1,13,23
815,203,3,CRV_EX,3,+,1,15,23
816,204,0,CRV_EX,3,-,1,13,24
817,204,1,CRV_EX,3,+,1,15,24
818,204,2,CRV_EX,3,-,1,13,25
819,204,3,CRV_EX,3,+,1,15,25
820,205,0,CRV_EX,3,-,1,13,26
821,205,1,CRV_EX,3,+,1,15,26
822,205,2,CRV_EX,3,-,1,13,27
823,205,3,CRV_EX,3,+,1,15,27
824,206,0,CRV_EX,3,-,1,13,28
825,206,1,CRV_EX,3,+,1,15,28
826,206,2,CRV_EX,3,-,1,13,29
827,206,3,CRV_EX,3,+,1,15,29
828,207,0,CRV_EX,3,-,1,13,30
829,207,1,CRV_EX,3,+,1,15,30
830,207,2,CRV_EX,3,-,1,13,31
831,207,3,CRV_EX,3,+,1,15,31
832,208,0,CRV_EX,3,-,1,13,32
833,208,1,CRV_EX,3,+,1,15,32
834,208,2,CRV_EX,3,-,1,13,33
835,208,3,CRV_EX,3,+,1,15,33
836,209,0,CRV_EX,3,-,1,13,34
837,209,1,CRV_EX,3,+,1,15,34
838,209,2,CRV_EX,3,-,1,13,35
839,209,3,CRV_EX,3,+,1,15,35
840,210,0,CRV_EX,3,-,1,13,36
841,210,1,CRV_EX,3,+,1,15,36
842,210,2,CRV_EX,3,-,1,13,37
843,210,3,CRV_EX,3,+,1,15,37
844,211,0,CRV_EX,3,-,1,13,38
845,211,1,CRV_EX,3,+,1,15,38
846,211,2,CRV_EX,3,-,1,13,39
847,211,3,CRV_EX,3,+,1,15,39
848,212,0,CRV_EX,3,-,1,13,40
849,212,1,CRV_EX,3,+,1,15,40
850,212,2,CRV_EX,3,-,1,13,41
851,212,3,CRV_EX,3,+,1,15,41
852,213,0,CRV_EX,3,-,1,13,42
853,213,1,CRV_EX,3,+,1,15,42
854,213,2,CRV_EX,3,-,1,13,43
855,213,3,CRV_EX,3,+,1,15,43
856,214,0,CRV_EX,3,-,1,13,44
857,214,1,CRV_EX,3,+,1,15,44
858,214,2,CRV_EX,3,-,1,13,45
859,214,3,CRV_EX,3,+,1,15,45
860,215,0,CRV_EX,3,-,1,13,46
861,215,1,CRV_EX,3,+,1,15,46
862,215,2,CRV_EX,3,-,1,13,47
863,215,3,CRV_EX,3,+,1,15,47
864,216,0,CRV_EX,3,-,1,13,48
865,216,1,CRV_EX,3,+,1,15,48
866,216,2,CRV_EX,3,-,1,13,49
867,216,3,CRV_EX,3,+,1,15,49
868,217,0,CRV_EX,3,-,1,13,50
869,217,1,CRV_EX,3,+,1,15,50
870,217,2,CRV_EX,3,-,1,13,51
871,217,3,CRV_EX,3,+,1,15,51
872,218,0,CRV_EX,3,-,1,13,52
873,218,1,CRV_EX,3,+,1,15,52
874,218,2,CRV_EX,3,-,1,13,53
875,218,3,CRV_EX,3,+,1,15,53
876,219,0,CRV_EX,3,-,1,13,54
877,219,1,CRV_EX,3,+,1,15,54
878,219,2,CRV_EX,3,-,1,13,55
879,219,3,CRV_EX,3,+,1,15,55
880,220,0,CRV_EX,3,-,1,13,56
881,220,1,CRV_EX,3,+,1,15,56
882,220,2,CRV_EX,3,-,1,13,57
883,220,3,CRV_EX,3,+,1,15,57
884,221,0,CRV_EX,3,-,1,13,58
885,221,1,CRV_EX,3,+,1,15,58
886,221,2,CRV_EX,3,-,1,13,59
887,221,3,CRV_EX,3,+,1,15,59
888,222,0,CRV_EX,3,-,1,13,60
889,222,1,CRV_EX,3,+,1,15,60
890,222,2,CRV_EX,3,-,1,13,61
891,222,3,CRV_EX,3,+,1,15,61
892,223,0,CRV_EX,3,-,1,13,62
893,223,1,CRV_EX,3,+,1,15,62
894,223,2,CRV_EX,3,-,1,13,63
895,223,3,CRV_EX,3,+,1,15,63
896,224,0,CRV_EX,3,-,1,14,0
897,224,1,CRV_EX,3,+,1,16,0
898,224,2,CRV_EX,3,-,1,14,1
899,224,3,CRV_EX,3,+,1,16,1
900,225,0,CRV_EX,3,-,1,14,2
901,225,1,CRV_EX,3,+,1,16,2
902,225,2,CRV_EX,3,-,1,14,3
903,225,3,CRV_EX,3,+,1,16,3
904,226,0,CRV_EX,3,-,1,14,4
905,226,1,CRV_EX,3,+,1,16,4
906,226,2,CRV_EX,3,-,1,14,5
907,226,3,CRV_EX,3,+,1,16,5
908,227,0,CRV_EX,3,-,1,14,6
909,227,1,CRV_EX,3,+,1,16,6
910,227,2,CRV_EX,3,-,1,14,7
911,227,3,CRV_EX,3,+,1,16,7
912,228,0,CRV_EX,3,-,1,14,8
913,228,1,CRV_EX,3,+,1,16,8
914,228,2,CRV_EX,3,-,1,14,9
915,228,3,CRV_EX,3,+,1,16,9
916,229,0,CRV_EX,3,-,1,14,10
917,229,1,CRV_EX,3,+,1,16,10
918,229,2,CRV_EX,3,-,1,14,11
919,229,3,CRV_EX,3,+,1,16,11
920,230,0,CRV_EX,3,-,1,14,12
921,230,1,CRV_EX,3,+,1,16,12
922,230,2,CRV_EX,3,-,1,14,13
923,230,3,CRV_EX,3,+,1,16,13
924,231,0,CRV_EX,3,-,1,14,14
925,231,1,CRV_EX,3,+,1,16,14
926,231,2,CRV_EX,3,-,1,14,15
927,231,3,CRV_EX,3,+,1,16,15
928,232,0,CRV_EX,3,-,1,14,16
929,232,1,CRV_EX,3,+,1,16,16
930,232,2,CRV_EX,3,-,1,14,17
931,232,3,CRV_EX,3,+,1,16,17
932,233,0,CRV_EX,3,-,1,14,18
933,233,1,CRV_EX,3,+,1,16,18
934,233,2,CRV_EX,3,-,1,14,19
935,233,3,CRV_EX,3,+,1,16,19
936,234,0,CRV_EX,3,-,1,14,20
937,234,1,CRV_EX,3,+,1,16,20
938,234,2,CRV_EX,3,-,1,14,21
939,234,3,CRV_EX,3,+,1,16,21
940,235,0,CRV_EX,3,-,1,14,22
941,235,1,CRV_EX,3,+,1,16,22
942,235,2,CRV_EX,3,-,1,14,23
943,235,3,CRV_EX,3,+,1,16,23
944,236,0,CRV_EX,3,-,1,14,24
945,236,1,CRV_EX,3,+,1,16,24
946,236,2,CRV_EX,3,-,1,14,25
947,236,3,CRV_EX,3,+,1,16,25
948,237,0,CRV_EX,3,-,1,14,26
949,237,1,CRV_EX,3,+,1,16,26
950,237,2,CRV_EX,3,-,1,14,27
951,237,3,CRV_EX,3,+,1,16,27
952,238,0,CRV_EX,3,-,1,14,28
953,238,1,CRV_EX,3,+,1,16,28
954,238,2,CRV_EX,3,-,1,14,29
955,238,3,CRV_EX,3,+,1,16,29
956,239,0,CRV_EX,3,-,1,14,30
957,239,1,CRV_EX,3,+,1,16,30
958,239,2,CRV_EX,3,-,1,14,31
959,239,3,CRV_EX,3,+,1,16,31
960,240,0,CRV_EX,3,-,1,14,32
961,240,1,CRV_EX,3,+,1,16,32
962,240,2,CRV_EX,3,-,1,14,33
963,240,3,CRV_EX,3,+,1,16,33
964,241,0,CRV_EX,3,-,1,14,34
965,241,1,CRV_EX,3,+,1,16,34
966,241,2,CRV_EX,3,-,1,14,35
967,241,3,CRV_EX,3,+,1,16,35
968,242,0,CRV_EX,3,-,1,14,36
969,242,1,CRV_EX,3,+,1,16,36
970,242,2,CRV_EX,3,-,1,14,37
971,242,3,CRV_EX,3,+,1,16,37
972,243,0,CRV_EX,3,-,1,14,38
973,243,1,CRV_EX,3,+,1,16,38
974,243,2,CRV_EX,3,-,1,14,39
975,243,3,CRV_EX,3,+,1,16,39
976,244,0,CRV_EX,3,-,1,14,40
977,244,1,CRV_EX,3,+,1,16,40
978,244,2,CRV_EX,3,-,1,14,41
979,244,3,CRV_EX,3,+,1,16,41
980,245,0,CRV_EX,3,-,1,14,42
981,245,1,CRV_EX,3,+,1,16,42
982,245,2,CRV_EX,3,-,1,14,43
983,245,3,CRV_EX,3,+,1,16,43
984,246,0,CRV_EX,3,-,1,14,44
985,246,1,CRV_EX,3,+,1,16,44
986,246,2,CRV_EX,3,-,1,14,45
987,246,3,CRV_EX,3,+,1,16,45
988,247,0,CRV_EX,3,-,1,14,46
989,247,1,CRV_EX,3,+,1,16,46
990,247,2,CRV_EX,3,-,1,14,47
991,247,3,CRV_EX,3,+,1,16,47
992,248,0,CRV_EX,3,-,1,14,48
993,248,1,CRV_EX,3,+,1,16,48
994,248,2,CRV_EX,3,-,1,14,49
995,248,3,CRV_EX,3,+,1,16,49
996,249,0,CRV_EX,3,-,1,14,50
997,249,1,CRV_EX,3,+,1,16,50
998,249,2,CRV_EX,3,-,1,14,51
999,249,3,CRV_EX,3,+,1,16,51
1000,250,0,CRV_EX,3,-,1,14,52
1001,250,1,CRV_EX,3,+,1,16,52
1002,250,2,CRV_EX,3,-,1,14,53
1003,250,3,CRV_EX,3,+,1,16,53
1004,251,0,CRV_EX,3,-,1,14,54
1005,251,1,CRV_EX,3,+,1,16,54
1006,251,2,CRV_EX,3,-,1,14,55
1007,251,3,CRV_EX,3,+,1,16,55
1008,252,0,CRV_EX,3,-,1,14,56
1009,252,1,CRV_EX,3,+,1,16,56
1010,252,2,CRV_EX,3,-,1,14,57
1011,252,3,CRV_EX,3,+,1,16,57
1012,253,0,CRV_EX,3,-,1,14,58
1013,253,1,CRV_EX,3,+,1,16,58
1014,253,2,CRV_EX,3,-,1,14,59
1015,253,3,CRV_EX,3,+,1,16,59
1016,254,0,CRV_EX,3,-,1,14,60
1017,254,1,CRV_EX,3,+,1,16,60
1018,254,2,CRV_EX,3,-,1,14,61
1019,254,3,CRV_EX,3,+,1,16,61
1020,255,0,CRV_EX,3,-,1,14,62
1021,255,1,CRV_EX,3,+,1,16,62
1022,255,2,CRV_EX,3,-,1,14,63
1023,255,3,CRV_EX,3,+,1,16,63
1025,256,1,CRV_T1,0,+,2,1,0
1027,256,3,CRV_T1,0,+,2,1,1
1029,257,1,CRV_T1,0,+,2,1,2
1031,257,3,CRV_T1,0,+,2,1,3
1033,258,1,CRV_T1,0,+,2,1,4
1035,258,3,CRV_T1,0,+,2,1,5
1037,259,1,CRV_T1,0,+,2,1,6
1039,259,3,CRV_T1,0,+,2,1,7
1041,260,1,CRV_T1,0,+,2,1,8
1043,260,3,CRV_T1,0,+,2,1,9
1045,261,1,CRV_T1,0,+,2,1,10
1047,261,3,CRV_T1,0,+,2,1,11
1049,262,1,CRV_T1,0,+,2,1,12
1051,262,3,CRV_T1,0,+,2,1,13
1053,263,1,CRV_T1,0,+,2,1,14
1055,263,3,CRV_T1,0,+,2,1,15
1057,264,1,CRV_T1,0,+,2,1,16
1059,264,3,CRV_T1,0,+,2,1,17
1061,265,1,CRV_T1,0,+,2,1,18
1063,265,3,CRV_T1,0,+,2,1,19
1065,266,1,CRV_T1,0,+,2,1,20
1067,266,3,CRV_T1,0,+,2,1,21
1069,267,1,CRV_T1,0,+,2,1,22
1071,267,3,CRV_T1,0,+,2,1,23
1073,268,1,CRV_T1,0,+,2,1,24
1075,268,3,CRV_T1,0,+,2,1,25
1077,269,1,CRV_T1,0,+,2,1,26
1079,269,3,CRV_T1,0,+,2,1,27
1081,270,1,CRV_T1,0,+,2,1,28
1083,270,3,CRV_T1,0,+,2,1,29
1085,271,1,CRV_T1,0,+,2,1,30
1087,271,3,CRV_T1,0,+,2,1,31
1089,272,1,CRV_T1,0,+,2,1,32
1091,272,3,CRV_T1,0,+,2,1,33
1093,273,1,CRV_T1,0,+,2,1,34
1095,273,3,CRV_T1,0,+,2,1,35
1097,274,1,CRV_T1,0,+,2,1,36
1099,274,3,CRV_T1,0,+,2,1,37
1101,275,1,CRV_T1,0,+,2,1,38
1103,275,3,CRV_T1,0,+,2,1,39
1105,276,1,CRV_T1,0,+,2,1,40
1107,276,3,CRV_T1,0,+,2,1,41
1109,277,1,CRV_T1,0,+,2,1,42
1111,277,3,CRV_T1,0,+,2,1,43
1113,278,1,CRV_T1,0,+,2,1,44
1115,278,3,CRV_T1,0,+,2,1,45
1117,279,1,CRV_T1,0,+,2,1,46
1119,279,3,CRV_T1,0,+,2,1,47
1121,280,1,CRV_T1,0,+,2,1,48
1123,280,3,CRV_T1,0,+,2,1,49
1125,281,1,CRV_T1,0,+,2,1,50
1127,281,3,CRV_T1,0,+,2,1,51
1129,282,1,CRV_T1,0,+,2,1,52
1131,282,3,CRV_T1,0,+,2,1,53
1133,283,1,CRV_T1,0,+,2,1,54
1135,283,3,CRV_T1,0,+,2,1,55
1137,284,1,CRV_T1,0,+,2,1,56
1139,284,3,CRV_T1,0,+,2,1,57
1141,285,1,CRV_T1,0,+,2,1,58
1143,285,3,CRV_T1,0,+,2,1,59
1145,286,1,CRV_T1,0,+,2,1,60
1147,286,3,CRV_T1,0,+,2,1,61
1149,287,1,CRV_T1,0,+,2,1,62
1151,287,3,CRV_T1,0,+,2,1,63
1153,288,1,CRV_T1,0,+,2,2,0
1155,288,3,CRV_T1,0,+,2,2,1
1157,289,1,CRV_T1,0,+,2,2,2
1159,289,3,CRV_T1,0,+,2,2,3
1161,290,1,CRV_T1,0,+,2,2,4
1163,290,3,CRV_T1,0,+,2,2,5
1165,291,1,CRV_T1,0,+,2,2,6
1167,291,3,CRV_T1,0,+,2,2,7
1169,292,1,CRV_T1,0,+,2,2,8
1171,292,3,CRV_T1,0,+,2,2,9
1173,293,1,CRV_T1,0,+,2,2,10
1175,293,3,CRV_T1,0,+,2,2,11
1177,294,1,CRV_T1,0,+,2,2,12
1179,294,3,CRV_T1,0,+,2,2,13
1181,295,1,CRV_T1,0,+,2,2,14
1183,295,3,CRV_T1,0,+,2,2,15
1185,296,1,CRV_T1,0,+,2,2,16
1187,296,3,CRV_T1,0,+,2,2,17
1189,297,1,CRV_T1,0,+,2,2,18
1191,297,3,CRV_T1,0,+,2,2,19
1193,298,1,CRV_T1,0,+,2,2,20
1195,298,3,CRV_T1,0,+,2,2,21
1197,299,1,CRV_T1,0,+,2,2,22
1199,299,3,CRV_T1,0,+,2,2,23
1201,300,1,CRV_T1,0,+,2,2,24
1203,300,3,CRV_T1,0,+,2,2,25
1205,301,1,CRV_T1,0,+,2,2,26
1207,301,3,CRV_T1,0,+,2,2,27
1209,302,1,CRV_T1,0,+,2,2,28
1211,302,3,CRV_T1,0,+,2,2,29
1213,303,1,CRV_T1,0,+,2,2,30
1215,303,3,CRV_T1,0,+,2,2,31
1217,304,1,CRV_T1,0,+,2,2,32
1219,304,3,CRV_T1,0,+,2,2,33
1221,305,1,CRV_T1,0,+,2,2,34
1223,305,3,CRV_T1,0,+,2,2,35
1225,306,1,CRV_T1,0,+,2,2,36
1227,306,3,CRV_T1,0,+,2,2,37
1229,307,1,CRV_T1,0,+,2,2,38
1231,307,3,CRV_T1,0,+,2,2,39
1233,308,1,CRV_T1,0,+,2,2,40
1235,308,3,CRV_T1,0,+,2,2,41
1237,309,1,CRV_T1,0,+,2,2,42
1239,309,3,CRV_T1,0,+,2,2,43
1241,310,1,CRV_T1,0,+,2,2,44
1243,310,3,CRV_T1,0,+,2,2,45
1245,311,1,CRV_T1,0,+,2,2,46
1247,311,3,CRV_T1,0,+,2,2,47
1249,312,1,CRV_T1,0,+,2,2,48
1251,312,3,CRV_T1,0,+,2,2,49
1253,313,1,CRV_T1,0,+,2,2,50
1255,313,3,CRV_T1,0,+,2,2,51
1257,314,1,CRV_T1,0,+,2,2,52
1259,314,3,CRV_T1,0,+,2,2,53
1261,315,1,CRV_T1,0,+,2,2,54
1263,315,3,CRV_T1,0,+,2,2,55
1265,316,1,CRV_T1,0,+,2,2,56
1267,316,3,CRV_T1,0,+,2,2,57
1269,317,1,CRV_T1,0,+,2,2,58
1271,317,3,CRV_T1,0,+,2,2,59
1273,318,1,CRV_T1,0,+,2,2,60
1275,318,3,CRV_T1,0,+,2,2,61
1277,319,1,CRV_T1,0,+,2,2,62
1279,319,3,CRV_T1,0,+,2,2,63
1281,320,1,CRV_T1,1,+,2,3,31
1283,320,3,CRV_T1,1,+,2,3,30
1285,321,1,CRV_T1,1,+,2,3,29
1287,321,3,CRV_T1,1,+,2,3,28
1289,322,1,CRV_T1,1,+,2,3,27
1291,322,3,CRV_T1,1,+,2,3,26
1293,323,1,CRV_T1,1,+,2,3,25
1295,323,3,CRV_T1,1,+,2,3,24
1297,324,1,CRV_T1,1,+,2,3,23
1299,324,3,CRV_T1,1,+,2,3,22
1301,325,1,CRV_T1,1,+,2,3,21
1303,325,3,CRV_T1,1,+,2,3,20
1305,326,1,CRV_T1,1,+,2,3,19
1307,326,3,CRV_T1,1,+,2,3,18
1309,327,1,CRV_T1,1,+,2,3,17
1311,327,3,CRV_T1,1,+,2,3,16
1313,328,1,CRV_T1,1,+,2,3,15
1315,328,3,CRV_T1,1,+,2,3,14
1317,329,1,CRV_T1,1,+,2,3,13
1319,329,3,CRV_T1,1,+,2,3,12
1321,330,1,CRV_T1,1,+,2,3,11
1323,330,3,CRV_T1,1,+,2,3,10
1325,331,1,CRV_T1,1,+,2,3,9
1327,331,3,CRV_T1,1,+,2,3,8
1329,332,1,CRV_T1,1,+,2,3,7
1331,332,3,CRV_T1,1,+,2,3,6
1333,333,1,CRV_T1,1,+,2,3,5
1335,333,3,CRV_T1,1,+,2,3,4
1337,334,1,CRV_T1,1,+,2,3,3
1339,334,3,CRV_T1,1,+,2,3,2
1341,335,1,CRV_T1,1,+,2,3,1
1343,335,3,CRV_T1,1,+,2,3,0
1345,336,1,CRV_T1,1,+,2,3,63
1347,336,3,CRV_T1,1,+,2,3,62
1349,337,1,CRV_T1,1,+,2,3,61
1351,337,3,CRV_T1,1,+,2,3,60
1353,338,1,CRV_T1,1,+,2,3,59
1355,338,3,CRV_T1,1,+,2,3,58
1357,339,1,CRV_T1,1,+,2,3,57
1359,339,3,CRV_T1,1,+,2,3,56
1361,340,1,CRV_T1,1,+,2,3,55
1363,340,3,CRV_T1,1,+,2,3,54
1365,341,1,CRV_T1,1,+,2,3,53
