# offlineChannelIndex,barIndex,SiPM,sectorName,moduleNumber,side,ROC,ROCport,FEBchannel
1367,341,3,CRV_T1,1,+,2,3,52
1369,342,1,CRV_T1,1,+,2,3,51
1371,342,3,CRV_T1,1,+,2,3,50
1373,343,1,CRV_T1,1,+,2,3,49
1375,343,3,CRV_T1,1,+,2,3,48
1377,344,1,CRV_T1,1,+,2,3,47
1379,344,3,CRV_T1,1,+,2,3,46
1381,345,1,CRV_T1,1,+,2,3,45
1383,345,3,CRV_T1,1,+,2,3,44
1385,346,1,CRV_T1,1,+,2,3,43
1387,346,3,CRV_T1,1,+,2,3,42
1389,347,1,CRV_T1,1,+,2,3,41
1391,347,3,CRV_T1,1,+,2,3,40
1393,348,1,CRV_T1,1,+,2,3,39
1395,348,3,CRV_T1,1,+,2,3,38
1397,349,1,CRV_T1,1,+,2,3,37
1399,349,3,CRV_T1,1,+,2,3,36
1401,350,1,CRV_T1,1,+,2,3,35
1403,350,3,CRV_T1,1,+,2,3,34
1405,351,1,CRV_T1,1,+,2,3,33
1407,351,3,CRV_T1,1,+,2,3,32
1409,352,1,CRV_T1,1,+,2,4,31
1411,352,3,CRV_T1,1,+,2,4,30
1413,353,1,CRV_T1,1,+,2,4,29
1415,353,3,CRV_T1,1,+,2,4,28
1417,354,1,CRV_T1,1,+,2,4,27
1419,354,3,CRV_T1,1,+,2,4,26
1421,355,1,CRV_T1,1,+,2,4,25
1423,355,3,CRV_T1,1,+,2,4,24
1425,356,1,CRV_T1,1,+,2,4,23
1427,356,3,CRV_T1,1,+,2,4,22
1429,357,1,CRV_T1,1,+,2,4,21
1431,357,3,CRV_T1,1,+,2,4,20
1433,358,1,CRV_T1,1,+,2,4,19
1435,358,3,CRV_T1,1,+,2,4,18
1437,359,1,CRV_T1,1,+,2,4,17
1439,359,3,CRV_T1,1,+,2,4,16
1441,360,1,CRV_T1,1,+,2,4,15
1443,360,3,CRV_T1,1,+,2,4,14
1445,361,1,CRV_T1,1,+,2,4,13
1447,361,3,CRV_T1,1,+,2,4,12
1449,362,1,CRV_T1,1,+,2,4,11
1451,362,3,CRV_T1,1,+,2,4,10
1453,363,1,CRV_T1,1,+,2,4,9
1455,363,3,CRV_T1,1,+,2,4,8
1457,364,1,CRV_T1,1,+,2,4,7
1459,364,3,CRV_T1,1,+,2,4,6
1461,365,1,CRV_T1,1,+,2,4,5
1463,365,3,CRV_T1,1,+,2,4,4
1465,366,1,CRV_T1,1,+,2,4,3
1467,366,3,CRV_T1,1,+,2,4,2
1469,367,1,CRV_T1,1,+,2,4,1
1471,367,3,CRV_T1,1,+,2,4,0
1473,368,1,CRV_T1,1,+,2,4,63
1475,368,3,CRV_T1,1,+,2,4,62
1477,369,1,CRV_T1,1,+,2,4,61
1479,369,3,CRV_T1,1,+,2,4,60
1481,370,1,CRV_T1,1,+,2,4,59
1483,370,3,CRV_T1,1,+,2,4,58
1485,371,1,CRV_T1,1,+,2,4,57
1487,371,3,CRV_T1,1,+,2,4,56
1489,372,1,CRV_T1,1,+,2,4,55
1491,372,3,CRV_T1,1,+,2,4,54
1493,373,1,CRV_T1,1,+,2,4,53
1495,373,3,CRV_T1,1,+,2,4,52
1497,374,1,CRV_T1,1,+,2,4,51
1499,374,3,CRV_T1,1,+,2,4,50
1501,375,1,CRV_T1,1,+,2,4,49
1503,375,3,CRV_T1,1,+,2,4,48
1505,376,1,CRV_T1,1,+,2,4,47
1507,376,3,CRV_T1,1,+,2,4,46
1509,377,1,CRV_T1,1,+,2,4,45
1511,377,3,CRV_T1,1,+,2,4,44
1513,378,1,CRV_T1,1,+,2,4,43
1515,378,3,CRV_T1,1,+,2,4,42
1517,379,1,CRV_T1,1,+,2,4,41
1519,379,3,CRV_T1,1,+,2,4,40
1521,380,1,CRV_T1,1,+,2,4,39
1523,380,3,CRV_T1,1,+,2,4,38
1525,381,1,CRV_T1,1,+,2,4,37
1527,381,3,CRV_T1,1,+,2,4,36
1529,382,1,CRV_T1,1,+,2,4,35
1531,382,3,CRV_T1,1,+,2,4,34
1533,383,1,CRV_T1,1,+,2,4,33
1535,383,3,CRV_T1,1,+,2,4,32
1536,384,0,CRV_T2,0,-,1,17,0
1537,384,1,CRV_T2,0,+,1,19,0
1538,384,2,CRV_T2,0,-,1,17,1
1539,384,3,CRV_T2,0,+,1,19,1
1540,385,0,CRV_T2,0,-,1,17,2
1541,385,1,CRV_T2,0,+,1,19,2
1542,385,2,CRV_T2,0,-,1,17,3
1543,385,3,CRV_T2,0,+,1,19,3
1544,386,0,CRV_T2,0,-,1,17,4
1545,386,1,CRV_T2,0,+,1,19,4
1546,386,2,CRV_T2,0,-,1,17,5
1547,386,3,CRV_T2,0,+,1,19,5
1548,387,0,CRV_T2,0,-,1,17,6
1549,387,1,CRV_T2,0,+,1,19,6
1550,387,2,CRV_T2,0,-,1,17,7
1551,387,3,CRV_T2,0,+,1,19,7
1552,388,0,CRV_T2,0,-,1,17,8
1553,388,1,CRV_T2,0,+,1,19,8
1554,388,2,CRV_T2,0,-,1,17,9
1555,388,3,CRV_T2,0,+,1,19,9
1556,389,0,CRV_T2,0,-,1,17,10
1557,389,1,CRV_T2,0,+,1,19,10
1558,389,2,CRV_T2,0,-,1,17,11
1559,389,3,CRV_T2,0,+,1,19,11
1560,390,0,CRV_T2,0,-,1,17,12
1561,390,1,CRV_T2,0,+,1,19,12
1562,390,2,CRV_T2,0,-,1,17,13
1563,390,3,CRV_T2,0,+,1,19,13
1564,391,0,CRV_T2,0,-,1,17,14
1565,391,1,CRV_T2,0,+,1,19,14
1566,391,2,CRV_T2,0,-,1,17,15
1567,391,3,CRV_T2,0,+,1,19,15
1568,392,0,CRV_T2,0,-,1,17,16
1569,392,1,CRV_T2,0,+,1,19,16
1570,392,2,CRV_T2,0,-,1,17,17
1571,392,3,CRV_T2,0,+,1,19,17
1572,393,0,CRV_T2,0,-,1,17,18
1573,393,1,CRV_T2,0,+,1,19,18
1574,393,2,CRV_T2,0,-,1,17,19
1575,393,3,CRV_T2,0,+,1,19,19
1576,394,0,CRV_T2,0,-,1,17,20
1577,394,1,CRV_T2,0,+,1,19,20
1578,394,2,CRV_T2,0,-,1,17,21
1579,394,3,CRV_T2,0,+,1,19,21
1580,395,0,CRV_T2,0,-,1,17,22
1581,395,1,CRV_T2,0,+,1,19,22
1582,395,2,CRV_T2,0,-,1,17,23
1583,395,3,CRV_T2,0,+,1,19,23
1584,396,0,CRV_T2,0,-,1,17,24
1585,396,1,CRV_T2,0,+,1,19,24
1586,396,2,CRV_T2,0,-,1,17,25
1587,396,3,CRV_T2,0,+,1,19,25
1588,397,0,CRV_T2,0,-,1,17,26
1589,397,1,CRV_T2,0,+,1,19,26
1590,397,2,CRV_T2,0,-,1,17,27
1591,397,3,CRV_T2,0,+,1,19,27
1592,398,0,CRV_T2,0,-,1,17,28
1593,398,1,CRV_T2,0,+,1,19,28
1594,398,2,CRV_T2,0,-,1,17,29
1595,398,3,CRV_T2,0,+,1,19,29
1596,399,0,CRV_T2,0,-,1,17,30
1597,399,1,CRV_T2,0,+,1,19,30
1598,399,2,CRV_T2,0,-,1,17,31
1599,399,3,CRV_T2,0,+,1,19,31
1600,400,0,CRV_T2,0,-,1,17,32
1601,400,1,CRV_T2,0,+,1,19,32
1602,400,2,CRV_T2,0,-,1,17,33
1603,400,3,CRV_T2,0,+,1,19,33
1604,401,0,CRV_T2,0,-,1,17,34
1605,401,1,CRV_T2,0,+,1,19,34
1606,401,2,CRV_T2,0,-,1,17,35
1607,401,3,CRV_T2,0,+,1,19,35
1608,402,0,CRV_T2,0,-,1,17,36
1609,402,1,CRV_T2,0,+,1,19,36
1610,402,2,CRV_T2,0,-,1,17,37
1611,402,3,CRV_T2,0,+,1,19,37
1612,403,0,CRV_T2,0,-,1,17,38
1613,403,1,CRV_T2,0,+,1,19,38
1614,403,2,CRV_T2,0,-,1,17,39
1615,403,3,CRV_T2,0,+,1,19,39
1616,404,0,CRV_T2,0,-,1,17,40
1617,404,1,CRV_T2,0,+,1,19,40
1618,404,2,CRV_T2,0,-,1,17,41
1619,404,3,CRV_T2,0,+,1,19,41
1620,405,0,CRV_T2,0,-,1,17,42
1621,405,1,CRV_T2,0,+,1,19,42
1622,405,2,CRV_T2,0,-,1,17,43
1623,405,3,CRV_T2,0,+,1,19,43
1624,406,0,CRV_T2,0,-,1,17,44
1625,406,1,CRV_T2,0,+,1,19,44
1626,406,2,CRV_T2,0,-,1,17,45
1627,406,3,CRV_T2,0,+,1,19,45
1628,407,0,CRV_T2,0,-,1,17,46
1629,407,1,CRV_T2,0,+,1,19,46
1630,407,2,CRV_T2,0,-,1,17,47
1631,407,3,CRV_T2,0,+,1,19,47
1632,408,0,CRV_T2,0,-,1,17,48
1633,408,1,CRV_T2,0,+,1,19,48
1634,408,2,CRV_T2,0,-,1,17,49
1635,408,3,CRV_T2,0,+,1,19,49
1636,409,0,CRV_T2,0,-,1,17,50
1637,409,1,CRV_T2,0,+,1,19,50
1638,409,2,CRV_T2,0,-,1,17,51
1639,409,3,CRV_T2,0,+,1,19,51
1640,410,0,CRV_T2,0,-,1,17,52
1641,410,1,CRV_T2,0,+,1,19,52
1642,410,2,CRV_T2,0,-,1,17,53
1643,410,3,CRV_T2,0,+,1,19,53
1644,411,0,CRV_T2,0,-,1,17,54
1645,411,1,CRV_T2,0,+,1,19,54
1646,411,2,CRV_T2,0,-,1,17,55
1647,411,3,CRV_T2,0,+,1,19,55
1648,412,0,CRV_T2,0,-,1,17,56
1649,412,1,CRV_T2,0,+,1,19,56
1650,412,2,CRV_T2,0,-,1,17,57
1651,412,3,CRV_T2,0,+,1,19,57
1652,413,0,CRV_T2,0,-,1,17,58
1653,413,1,CRV_T2,0,+,1,19,58
1654,413,2,CRV_T2,0,-,1,17,59
1655,413,3,CRV_T2,0,+,1,19,59
1656,414,0,CRV_T2,0,-,1,17,60
1657,414,1,CRV_T2,0,+,1,19,60
1658,414,2,CRV_T2,0,-,1,17,61
1659,414,3,CRV_T2,0,+,1,19,61
1660,415,0,CRV_T2,0,-,1,17,62
1661,415,1,CRV_T2,0,+,1,19,62
1662,415,2,CRV_T2,0,-,1,17,63
1663,415,3,CRV_T2,0,+,1,19,63
1664,416,0,CRV_T2,0,-,1,18,0
1665,416,1,CRV_T2,0,+,1,20,0
1666,416,2,CRV_T2,0,-,1,18,1
1667,416,3,CRV_T2,0,+,1,20,1
1668,417,0,CRV_T2,0,-,1,18,2
1669,417,1,CRV_T2,0,+,1,20,2
1670,417,2,CRV_T2,0,-,1,18,3
1671,417,3,CRV_T2,0,+,1,20,3
1672,418,0,CRV_T2,0,-,1,18,4
1673,418,1,CRV_T2,0,+,1,20,4
1674,418,2,CRV_T2,0,-,1,18,5
1675,418,3,CRV_T2,0,+,1,20,5
1676,419,0,CRV_T2,0,-,1,18,6
1677,419,1,CRV_T2,0,+,1,20,6
1678,419,2,CRV_T2,0,-,1,18,7
1679,419,3,CRV_T2,0,+,1,20,7
1680,420,0,CRV_T2,0,-,1,18,8
1681,420,1,CRV_T2,0,+,1,20,8
1682,420,2,CRV_T2,0,-,1,18,9
1683,420,3,CRV_T2,0,+,1,20,9
1684,421,0,CRV_T2,0,-,1,18,10
1685,421,1,CRV_T2,0,+,1,20,10
1686,421,2,CRV_T2,0,-,1,18,11
1687,421,3,CRV_T2,0,+,1,20,11
1688,422,0,CRV_T2,0,-,1,18,12
1689,422,1,CRV_T2,0,+,1,20,12
1690,422,2,CRV_T2,0,-,1,18,13
1691,422,3,CRV_T2,0,+,1,20,13
1692,423,0,CRV_T2,0,-,1,18,14
1693,423,1,CRV_T2,0,+,1,20,14
1694,423,2,CRV_T2,0,-,1,18,15
1695,423,3,CRV_T2,0,+,1,20,15
1696,424,0,CRV_T2,0,-,1,18,16
1697,424,1,CRV_T2,0,+,1,20,16
1698,424,2,CRV_T2,0,-,1,18,17
1699,424,3,CRV_T2,0,+,1,20,17
1700,425,0,CRV_T2,0,-,1,18,18
1701,425,1,CRV_T2,0,+,1,20,18
1702,425,2,CRV_T2,0,-,1,18,19
1703,425,3,CRV_T2,0,+,1,20,19
1704,426,0,CRV_T2,0,-,1,18,20
1705,426,1,CRV_T2,0,+,1,20,20
1706,426,2,CRV_T2,0,-,1,18,21
1707,426,3,CRV_T2,0,+,1,20,21
1708,427,0,CRV_T2,0,-,1,18,22
1709,427,1,CRV_T2,0,+,1,20,22
1710,427,2,CRV_T2,0,-,1,18,23
1711,427,3,CRV_T2,0,+,1,20,23
1712,428,0,CRV_T2,0,-,1,18,24
1713,428,1,CRV_T2,0,+,1,20,24
1714,428,2,CRV_T2,0,-,1,18,25
1715,428,3,CRV_T2,0,+,1,20,25
1716,429,0,CRV_T2,0,-,1,18,26
1717,429,1,CRV_T2,0,+,1,20,26
1718,429,2,CRV_T2,0,-,1,18,27
1719,429,3,CRV_T2,0,+,1,20,27
1720,430,0,CRV_T2,0,-,1,18,28
1721,430,1,CRV_T2,0,+,1,20,28
1722,430,2,CRV_T2,0,-,1,18,29
1723,430,3,CRV_T2,0,+,1,20,29
1724,431,0,CRV_T2,0,-,1,18,30
1725,431,1,CRV_T2,0,+,1,20,30
1726,431,2,CRV_T2,0,-,1,18,31
1727,431,3,CRV_T2,0,+,1,20,31
1728,432,0,CRV_T2,0,-,1,18,32
1729,432,1,CRV_T2,0,+,1,20,32
1730,432,2,CRV_T2,0,-,1,18,33
1731,432,3,CRV_T2,0,+,1,20,33
1732,433,0,CRV_T2,0,-,1,18,34
1733,433,1,CRV_T2,0,+,1,20,34
1734,433,2,CRV_T2,0,-,1,18,35
1735,433,3,CRV_T2,0,+,1,20,35
1736,434,0,CRV_T2,0,-,1,18,36
1737,434,1,CRV_T2,0,+,1,20,36
1738,434,2,CRV_T2,0,-,1,18,37
1739,434,3,CRV_T2,0,+,1,20,37
1740,435,0,CRV_T2,0,-,1,18,38
1741,435,1,CRV_T2,0,+,1,20,38
1742,435,2,CRV_T2,0,-,1,18,39
1743,435,3,CRV_T2,0,+,1,20,39
1744,436,0,CRV_T2,0,-,1,18,40
1745,436,1,CRV_T2,0,+,1,20,40
1746,436,2,CRV_T2,0,-,1,18,41
1747,436,3,CRV_T2,0,+,1,20,41
1748,437,0,CRV_T2,0,-,1,18,42
1749,437,1,CRV_T2,0,+,1,20,42
1750,437,2,CRV_T2,0,-,1,18,43
1751,437,3,CRV_T2,0,+,1,20,43
1752,438,0,CRV_T2,0,-,1,18,44
1753,438,1,CRV_T2,0,+,1,20,44
1754,438,2,CRV_T2,0,-,1,18,45
1755,438,3,CRV_T2,0,+,1,20,45
1756,439,0,CRV_T2,0,-,1,18,46
1757,439,1,CRV_T2,0,+,1,20,46
1758,439,2,CRV_T2,0,-,1,18,47
1759,439,3,CRV_T2,0,+,1,20,47
1760,440,0,CRV_T2,0,-,1,18,48
1761,440,1,CRV_T2,0,+,1,20,48
1762,440,2,CRV_T2,0,-,1,18,49
1763,440,3,CRV_T2,0,+,1,20,49
1764,441,0,CRV_T2,0,-,1,18,50
1765,441,1,CRV_T2,0,+,1,20,50
1766,441,2,CRV_T2,0,-,1,18,51
1767,441,3,CRV_T2,0,+,1,20,51
1768,442,0,CRV_T2,0,-,1,18,52
1769,442,1,CRV_T2,0,+,1,20,52
1770,442,2,CRV_T2,0,-,1,18,53
1771,442,3,CRV_T2,0,+,1,20,53
1772,443,0,CRV_T2,0,-,1,18,54
1773,443,1,CRV_T2,0,+,1,20,54
1774,443,2,CRV_T2,0,-,1,18,55
1775,443,3,CRV_T2,0,+,1,20,55
1776,444,0,CRV_T2,0,-,1,18,56
1777,444,1,CRV_T2,0,+,1,20,56
1778,444,2,CRV_T2,0,-,1,18,57
1779,444,3,CRV_T2,0,+,1,20,57
1780,445,0,CRV_T2,0,-,1,18,58
1781,445,1,CRV_T2,0,+,1,20,58
1782,445,2,CRV_T2,0,-,1,18,59
1783,445,3,CRV_T2,0,+,1,20,59
1784,446,0,CRV_T2,0,-,1,18,60
1785,446,1,CRV_T2,0,+,1,20,60
1786,446,2,CRV_T2,0,-,1,18,61
1787,446,3,CRV_T2,0,+,1,20,61
1788,447,0,CRV_T2,0,-,1,18,62
1789,447,1,CRV_T2,0,+,1,20,62
1790,447,2,CRV_T2,0,-,1,18,63
1791,447,3,CRV_T2,0,+,1,20,63
1792,448,0,CRV_T2,1,-,1,21,0
1793,448,1,CRV_T2,1,+,1,23,0
1794,448,2,CRV_T2,1,-,1,21,1
1795,448,3,CRV_T2,1,+,1,23,1
1796,449,0,CRV_T2,1,-,1,21,2
1797,449,1,CRV_T2,1,+,1,23,2
1798,449,2,CRV_T2,1,-,1,21,3
1799,449,3,CRV_T2,1,+,1,23,3
1800,450,0,CRV_T2,1,-,1,21,4
1801,450,1,CRV_T2,1,+,1,23,4
1802,450,2,CRV_T2,1,-,1,21,5
1803,450,3,CRV_T2,1,+,1,23,5
1804,451,0,CRV_T2,1,-,1,21,6
1805,451,1,CRV_T2,1,+,1,23,6
1806,451,2,CRV_T2,1,-,1,21,7
1807,451,3,CRV_T2,1,+,1,23,7
1808,452,0,CRV_T2,1,-,1,21,8
1809,452,1,CRV_T2,1,+,1,23,8
1810,452,2,CRV_T2,1,-,1,21,9
1811,452,3,CRV_T2,1,+,1,23,9
1812,453,0,CRV_T2,1,-,1,21,10
1813,453,1,CRV_T2,1,+,1,23,10
1814,453,2,CRV_T2,1,-,1,21,11
1815,453,3,CRV_T2,1,+,1,23,11
1816,454,0,CRV_T2,1,-,1,21,12
1817,454,1,CRV_T2,1,+,1,23,12
1818,454,2,CRV_T2,1,-,1,21,13
1819,454,3,CRV_T2,1,+,1,23,13
1820,455,0,CRV_T2,1,-,1,21,14
1821,455,1,CRV_T2,1,+,1,23,14
1822,455,2,CRV_T2,1,-,1,21,15
1823,455,3,CRV_T2,1,+,1,23,15
1824,456,0,CRV_T2,1,-,1,21,16
1825,456,1,CRV_T2,1,+,1,23,16
1826,456,2,CRV_T2,1,-,1,21,17
1827,456,3,CRV_T2,1,+,1,23,17
1828,457,0,CRV_T2,1,-,1,21,18
1829,457,1,CRV_T2,1,+,1,23,18
1830,457,2,CRV_T2,1,-,1,21,19
1831,457,3,CRV_T2,1,+,1,23,19
1832,458,0,CRV_T2,1,-,1,21,20
1833,458,1,CRV_T2,1,+,1,23,20
1834,458,2,CRV_T2,1,-,1,21,21
1835,458,3,CRV_T2,1,+,1,23,21
1836,459,0,CRV_T2,1,-,1,21,22
1837,459,1,CRV_T2,1,+,1,23,22
1838,459,2,CRV_T2,1,-,1,21,23
1839,459,3,CRV_T2,1,+,1,23,23
1840,460,0,CRV_T2,1,-,1,21,24
1841,460,1,CRV_T2,1,+,1,23,24
1842,460,2,CRV_T2,1,-,1,21,25
1843,460,3,CRV_T2,1,+,1,23,25
1844,461,0,CRV_T2,1,-,1,21,26
1845,461,1,CRV_T2,1,+,1,23,26
1846,461,2,CRV_T2,1,-,1,21,27
1847,461,3,CRV_T2,1,+,1,23,27
1848,462,0,CRV_T2,1,-,1,21,28
1849,462,1,CRV_T2,1,+,1,23,28
1850,462,2,CRV_T2,1,-,1,21,29
1851,462,3,CRV_T2,1,+,1,23,29
1852,463,0,CRV_T2,1,-,1,21,30
1853,463,1,CRV_T2,1,+,1,23,30
1854,463,2,CRV_T2,1,-,1,21,31
1855,463,3,CRV_T2,1,+,1,23,31
1856,464,0,CRV_T2,1,-,1,21,32
1857,464,1,CRV_T2,1,+,1,23,32
1858,464,2,CRV_T2,1,-,1,21,33
1859,464,3,CRV_T2,1,+,1,23,33
1860,465,0,CRV_T2,1,-,1,21,34
1861,465,1,CRV_T2,1,+,1,23,34
1862,465,2,CRV_T2,1,-,1,21,35
1863,465,3,CRV_T2,1,+,1,23,35
1864,466,0,CRV_T2,1,-,1,21,36
1865,466,1,CRV_T2,1,+,1,23,36
1866,466,2,CRV_T2,1,-,1,21,37
1867,466,3,CRV_T2,1,+,1,23,37
1868,467,0,CRV_T2,1,-,1,21,38
1869,467,1,CRV_T2,1,+,1,23,38
1870,467,2,CRV_T2,1,-,1,21,39
1871,467,3,CRV_T2,1,+,1,23,39
1872,468,0,CRV_T2,1,-,1,21,40
1873,468,1,CRV_T2,1,+,1,23,40
1874,468,2,CRV_T2,1,-,1,21,41
1875,468,3,CRV_T2,1,+,1,23,41
1876,469,0,CRV_T2,1,-,1,21,42
1877,469,1,CRV_T2,1,+,1,23,42
1878,469,2,CRV_T2,1,-,1,21,43
1879,469,3,CRV_T2,1,+,1,23,43
1880,470,0,CRV_T2,1,-,1,21,44
1881,470,1,CRV_T2,1,+,1,23,44
1882,470,2,CRV_T2,1,-,1,21,45
1883,470,3,CRV_T2,1,+,1,23,45
1884,471,0,CRV_T2,1,-,1,21,46
1885,471,1,CRV_T2,1,+,1,23,46
1886,471,2,CRV_T2,1,-,1,21,47
1887,471,3,CRV_T2,1,+,1,23,47
1888,472,0,CRV_T2,1,-,1,21,48
1889,472,1,CRV_T2,1,+,1,23,48
1890,472,2,CRV_T2,1,-,1,21,49
1891,472,3,CRV_T2,1,+,1,23,49
1892,473,0,CRV_T2,1,-,1,21,50
1893,473,1,CRV_T2,1,+,1,23,50
1894,473,2,CRV_T2,1,-,1,21,51
1895,473,3,CRV_T2,1,+,1,23,51
1896,474,0,CRV_T2,1,-,1,21,52
1897,474,1,CRV_T2,1,+,1,23,52
1898,474,2,CRV_T2,1,-,1,21,53
1899,474,3,CRV_T2,1,+,1,23,53
1900,475,0,CRV_T2,1,-,1,21,54
1901,475,1,CRV_T2,1,+,1,23,54
1902,475,2,CRV_T2,1,-,1,21,55
1903,475,3,CRV_T2,1,+,1,23,55
1904,476,0,CRV_T2,1,-,1,21,56
1905,476,1,CRV_T2,1,+,1,23,56
1906,476,2,CRV_T2,1,-,1,21,57
1907,476,3,CRV_T2,1,+,1,23,57
1908,477,0,CRV_T2,1,-,1,21,58
1909,477,1,CRV_T2,1,+,1,23,58
1910,477,2,CRV_T2,1,-,1,21,59
1911,477,3,CRV_T2,1,+,1,23,59
1912,478,0,CRV_T2,1,-,1,21,60
1913,478,1,CRV_T2,1,+,1,23,60
1914,478,2,CRV_T2,1,-,1,21,61
1915,478,3,CRV_T2,1,+,1,23,61
1916,479,0,CRV_T2,1,-,1,21,62
1917,479,1,CRV_T2,1,+,1,23,62
1918,479,2,CRV_T2,1,-,1,21,63
1919,479,3,CRV_T2,1,+,1,23,63
1920,480,0,CRV_T2,1,-,1,22,0
1921,480,1,CRV_T2,1,+,1,24,0
1922,480,2,CRV_T2,1,-,1,22,1
1923,480,3,CRV_T2,1,+,1,24,1
1924,481,0,CRV_T2,1,-,1,22,2
1925,481,1,CRV_T2,1,+,1,24,2
1926,481,2,CRV_T2,1,-,1,22,3
1927,481,3,CRV_T2,1,+,1,24,3
1928,482,0,CRV_T2,1,-,1,22,4
1929,482,1,CRV_T2,1,+,1,24,4
1930,482,2,CRV_T2,1,-,1,22,5
1931,482,3,CRV_T2,1,+,1,24,5
1932,483,0,CRV_T2,1,-,1,22,6
1933,483,1,CRV_T2,1,+,1,24,6
1934,483,2,CRV_T2,1,-,1,22,7
1935,483,3,CRV_T2,1,+,1,24,7
1936,484,0,CRV_T2,1,-,1,22,8
1937,484,1,CRV_T2,1,+,1,24,8
1938,484,2,CRV_T2,1,-,1,22,9
1939,484,3,CRV_T2,1,+,1,24,9
1940,485,0,CRV_T2,1,-,1,22,10
1941,485,1,CRV_T2,1,+,1,24,10
1942,485,2,CRV_T2,1,-,1,22,11
1943,485,3,CRV_T2,1,+,1,24,11
1944,486,0,CRV_T2,1,-,1,22,12
1945,486,1,CRV_T2,1,+,1,24,12
1946,486,2,CRV_T2,1,-,1,22,13
1947,486,3,CRV_T2,1,+,1,24,13
1948,487,0,CRV_T2,1,-,1,22,14
1949,487,1,CRV_T2,1,+,1,24,14
1950,487,2,CRV_T2,1,-,1,22,15
1951,487,3,CRV_T2,1,+,1,24,15
1952,488,0,CRV_T2,1,-,1,22,16
1953,488,1,CRV_T2,1,+,1,24,16
1954,488,2,CRV_T2,1,-,1,22,17
1955,488,3,CRV_T2,1,+,1,24,17
1956,489,0,CRV_T2,1,-,1,22,18
1957,489,1,CRV_T2,1,+,1,24,18
1958,489,2,CRV_T2,1,-,1,22,19
1959,489,3,CRV_T2,1,+,1,24,19
1960,490,0,CRV_T2,1,-,1,22,20
1961,490,1,CRV_T2,1,+,1,24,20
1962,490,2,CRV_T2,1,-,1,22,21
1963,490,3,CRV_T2,1,+,1,24,21
1964,491,0,CRV_T2,1,-,1,22,22
1965,491,1,CRV_T2,1,+,1,24,22
1966,491,2,CRV_T2,1,-,1,22,23
1967,491,3,CRV_T2,1,+,1,24,23
1968,492,0,CRV_T2,1,-,1,22,24
1969,492,1,CRV_T2,1,+,1,24,24
1970,492,2,CRV_T2,1,-,1,22,25
1971,492,3,CRV_T2,1,+,1,24,25
1972,493,0,CRV_T2,1,-,1,22,26
1973,493,1,CRV_T2,1,+,1,24,26
1974,493,2,CRV_T2,1,-,1,22,27
1975,493,3,CRV_T2,1,+,1,24,27
1976,494,0,CRV_T2,1,-,1,22,28
1977,494,1,CRV_T2,1,+,1,24,28
1978,494,2,CRV_T2,1,-,1,22,29
1979,494,3,CRV_T2,1,+,1,24,29
1980,495,0,CRV_T2,1,-,1,22,30
1981,495,1,CRV_T2,1,+,1,24,30
1982,495,2,CRV_T2,1,-,1,22,31
1983,495,3,CRV_T2,1,+,1,24,31
1984,496,0,CRV_T2,1,-,1,22,32
1985,496,1,CRV_T2,1,+,1,24,32
1986,496,2,CRV_T2,1,-,1,22,33
1987,496,3,CRV_T2,1,+,1,24,33
1988,497,0,CRV_T2,1,-,1,22,34
1989,497,1,CRV_T2,1,+,1,24,34
1990,497,2,CRV_T2,1,-,1,22,35
1991,497,3,CRV_T2,1,+,1,24,35
1992,498,0,CRV_T2,1,-,1,22,36
1993,498,1,CRV_T2,1,+,1,24,36
1994,498,2,CRV_T2,1,-,1,22,37
1995,498,3,CRV_T2,1,+,1,24,37
1996,499,0,CRV_T2,1,-,1,22,38
1997,499,1,CRV_T2,1,+,1,24,38
1998,499,2,CRV_T2,1,-,1,22,39
1999,499,3,CRV_T2,1,+,1,24,39
2000,500,0,CRV_T2,1,-,1,22,40
2001,500,1,CRV_T2,1,+,1,24,40
2002,500,2,CRV_T2,1,-,1,22,41
2003,500,3,CRV_T2,1,+,1,24,41
2004,501,0,CRV_T2,1,-,1,22,42
2005,501,1,CRV_T2,1,+,1,24,42
2006,501,2,CRV_T2,1,-,1,22,43
2007,501,3,CRV_T2,1,+,1,24,43
2008,502,0,CRV_T2,1,-,1,22,44
2009,502,1,CRV_T2,1,+,1,24,44
2010,502,2,CRV_T2,1,-,1,22,45
2011,502,3,CRV_T2,1,+,1,24,45
2012,503,0,CRV_T2,1,-,1,22,46
2013,503,1,CRV_T2,1,+,1,24,46
2014,503,2,CRV_T2,1,-,1,22,47
2015,503,3,CRV_T2,1,+,1,24,47
2016,504,0,CRV_T2,1,-,1,22,48
2017,504,1,CRV_T2,1,+,1,24,48
2018,504,2,CRV_T2,1,-,1,22,49
2019,504,3,CRV_T2,1,+,1,24,49
2020,505,0,CRV_T2,1,-,1,22,50
2021,505,1,CRV_T2,1,+,1,24,50
2022,505,2,CRV_T2,1,-,1,22,51
2023,505,3,CRV_T2,1,+,1,24,51
2024,506,0,CRV_T2,1,-,1,22,52
2025,506,1,CRV_T2,1,+,1,24,52
2026,506,2,CRV_T2,1,-,1,22,53
2027,506,3,CRV_T2,1,+,1,24,53
2028,507,0,CRV_T2,1,-,1,22,54
2029,507,1,CRV_T2,1,+,1,24,54
2030,507,2,CRV_T2,1,-,1,22,55
2031,507,3,CRV_T2,1,+,1,24,55
