TABLE TrkAlignTracker  107000-110000
0, 0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
#
#
#
TABLE TrkAlignPlane  107000-110000
0, 0_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, 1_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2, 2_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3, 3_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4, 4_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
5, 5_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
6, 6_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7, 7_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8, 8_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9, 9_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
10, 10_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
11, 11_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
12, 12_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13, 13_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14, 14_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15, 15_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
16, 16_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
17, 17_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
18, 18_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
19, 19_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
20, 20_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
21, 21_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
22, 22_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
23, 23_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
24, 24_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
25, 25_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
26, 26_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
27, 27_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
28, 28_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
29, 29_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
30, 30_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
31, 31_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
32, 32_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
33, 33_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
34, 34_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
35, 35_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
#
#
#
TABLE TrkAlignPanel  107000-110000
0, 0_0_0, -0.230, -0.347, -1.272, -0.004173, 0.002203, 0.000375
1, 0_1_0,  0.663, -0.162, -0.086, -0.003578, 0.001348, -0.000508
2, 0_2_0, -0.395, -0.490,  0.640, -0.000191, -0.000126, 0.000512
3, 0_3_0,  0.612, -0.280, -0.175, -0.002609, -0.000488, -0.001136
4, 0_4_0, -0.279, -0.369, -0.429, 0.002077, -0.001855, 0.000594
5, 0_5_0,  0.348, -0.339,  1.179, 0.002220, -0.000730, -0.000955
6, 1_0_0,  0.637, -0.069, -0.908, 0.000987, -0.000311, -0.000532
7, 1_1_0,  0.051, -0.357, -0.765, 0.003924, 0.002372, 0.000337
8, 1_2_0,  0.216, -0.520,  0.426, 0.003511, 0.001643, -0.000715
9, 1_3_0, -0.237, -0.204, -1.289, -0.002763, -0.002279, 0.000127
10, 1_4_0,  0.120, -0.026,  0.537, -0.001105, -0.002208, -0.000793
11, 1_5_0, -0.387, -0.139,  0.341, 0.001582, -0.000130, 0.000643
12, 2_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
13, 2_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
14, 2_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
15, 2_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
16, 2_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
17, 2_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
18, 3_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
19, 3_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
20, 3_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
21, 3_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
22, 3_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
23, 3_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
24, 4_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
25, 4_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
26, 4_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
27, 4_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
28, 4_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
29, 4_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
30, 5_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
31, 5_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
32, 5_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
33, 5_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
34, 5_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
35, 5_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
36, 6_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
37, 6_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
38, 6_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
39, 6_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
40, 6_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
41, 6_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
42, 7_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
43, 7_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
44, 7_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
45, 7_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
46, 7_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
47, 7_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
48, 8_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
49, 8_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
50, 8_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
51, 8_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
52, 8_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
53, 8_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
54, 9_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
55, 9_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
56, 9_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
57, 9_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
58, 9_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
59, 9_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
60, 10_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
61, 10_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
62, 10_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
63, 10_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
64, 10_4_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
65, 10_5_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
66, 11_0_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
67, 11_1_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
68, 11_2_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
69, 11_3_0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
