# misalign wires in first three panels by +/- 150 um (odd/even)
TABLE TrkAlignStraw
   78, 0_0_78 ,   0.140,   0.714,   0.388,   0.576,   0.082,  -0.069,   0.376,   0.265
   79, 0_0_79 ,   0.135,  -0.157,   0.344,   0.195,   0.254,   0.043,   0.291,   0.451
   80, 0_0_80 ,   0.142,   0.219,   0.393,   0.467,   0.109,  -0.070,   0.226,   0.222
   81, 0_0_81 ,   0.127,  -0.105,   0.367,   0.189,   0.175,   0.093,   0.382,   0.390
   82, 0_0_82 ,   0.124,   0.452,   0.417,   0.521,   0.211,   0.083,   0.563,   0.284
   83, 0_0_83 ,   0.132,  -0.112,   0.366,   0.243,   0.250,   0.154,   0.421,   0.375
   84, 0_0_84 ,   0.150,   0.261,   0.414,   0.434,   0.151,   0.038,   0.297,   0.213
   85, 0_0_85 ,   0.137,  -0.213,   0.367,   0.201,   0.271,   0.201,   0.394,   0.436
   86, 0_0_86 ,   0.179,   0.332,   0.386,   0.521,   0.039,   0.119,   0.193,   0.220
   87, 0_0_87 ,   0.170,  -0.151,   0.361,   0.188,   0.302,   0.177,   0.440,   0.319
   88, 0_0_88 ,   0.179,   0.126,   0.384,   0.286,   0.269,   0.181,   0.492,   0.333
   89, 0_0_89 ,   0.162,  -0.192,   0.372,   0.206,   0.404,   0.259,   0.525,   0.427
   90, 0_0_90 ,   0.211,   0.212,   0.423,   0.482,   0.225,   0.090,   0.571,   0.248
   91, 0_0_91 ,   0.181,  -0.109,   0.374,   0.193,   0.457,   0.140,   0.570,   0.396
   92, 0_0_92 ,   0.214,   0.187,   0.421,   0.538,   0.145,   0.104,   0.442,   0.252
   93, 0_0_93 ,   0.215,  -0.294,   0.414,   0.070,   0.402,  -0.043,   0.341,   0.312
   94, 0_0_94 ,   0.247,   0.101,   0.418,   0.469,   0.347,  -0.013,   0.441,   0.229
   95, 0_0_95 ,   0.155,  -0.163,   0.392,   0.139,   0.318,  -0.066,   0.385,   0.200
   96, 0_1_0  ,   0.037,   0.462,  -0.081,   0.470,  -0.024,   0.580,  -0.772,   0.577
   97, 0_1_1  ,   0.017,   0.439,  -0.263,   0.499,  -0.034,   0.261,  -0.336,   0.367
   98, 0_1_2  ,   0.019,   0.645,  -0.224,   0.643,   0.056,   0.469,  -0.337,   0.334
   99, 0_1_3  ,   0.011,   0.429,  -0.231,   0.478,   0.050,   0.280,  -0.320,   0.259
  100, 0_1_4  ,   0.049,   0.690,  -0.294,   0.703,  -0.011,   0.538,  -0.470,   0.487
  101, 0_1_5  ,   0.017,   0.423,  -0.278,   0.469,   0.031,   0.265,  -0.340,   0.191
  102, 0_1_6  ,   0.059,   0.673,  -0.254,   0.659,  -0.028,   0.391,  -0.416,   0.467
  103, 0_1_7  ,   0.028,   0.409,  -0.293,   0.628,   0.059,   0.285,  -0.437,  -0.014
  104, 0_1_8  ,   0.065,   0.680,  -0.242,   0.651,   0.116,   0.451,  -0.375,   0.385
  105, 0_1_9  ,   0.046,   0.406,  -0.272,   0.473,   0.061,   0.362,  -0.330,   0.240
  106, 0_1_10 ,  -0.132,   0.659,  -0.288,   0.677,   0.018,   0.308,  -0.433,   0.347
  107, 0_1_11 ,  -0.012,   0.413,  -0.282,   0.407,  -0.022,   0.322,  -0.367,   0.276
  108, 0_1_12 ,  -0.010,   0.606,  -0.253,   0.511,  -0.003,   0.356,  -0.477,   0.260
  109, 0_1_13 ,   0.042,   0.369,  -0.271,   0.372,   0.083,   0.387,  -0.317,   0.267
  110, 0_1_14 ,   0.029,   0.675,  -0.258,   0.657,  -0.147,   0.362,  -0.391,   0.270
  111, 0_1_15 ,   0.045,   0.335,  -0.264,   0.325,   0.028,   0.362,  -0.328,   0.314
  112, 0_1_16 ,   0.094,   0.740,  -0.243,   0.718,   0.014,   0.493,  -0.484,   0.403
  113, 0_1_17 ,   0.082,   0.363,  -0.273,   0.398,   0.032,   0.425,  -0.292,   0.392
  114, 0_1_18 ,  -0.012,   0.726,  -0.280,   0.720,  -0.177,   0.327,  -0.402,   0.258
  115, 0_1_19 ,  -0.021,   0.345,  -0.294,   0.389,   0.024,   0.394,  -0.294,   0.372
  116, 0_1_20 ,   0.044,   0.698,  -0.277,   0.653,   0.028,   0.471,  -0.487,   0.319
  117, 0_1_21 ,   0.053,   0.489,  -0.284,   0.476,   0.043,   0.421,  -0.258,   0.326
  118, 0_1_22 ,   0.006,   0.710,  -0.267,   0.679,  -0.101,   0.385,  -0.233,   0.264
  119, 0_1_23 ,  -0.036,   0.314,  -0.268,   0.331,   0.000,   0.391,  -0.258,   0.334
  120, 0_1_24 ,   0.046,   0.727,  -0.262,   0.738,   0.004,   0.389,  -0.315,   0.333
  121, 0_1_25 ,   0.041,   0.358,  -0.271,   0.319,  -0.015,   0.619,  -0.362,   0.396
  122, 0_1_26 ,   0.063,   0.715,  -0.290,   0.690,   0.059,   0.289,  -0.309,   0.375
  123, 0_1_27 ,   0.084,   0.348,  -0.275,   0.292,   0.037,   0.416,  -0.297,   0.356
  124, 0_1_28 ,   0.086,   0.655,  -0.272,   0.687,   0.038,   0.426,  -0.292,   0.322
  125, 0_1_29 ,   0.085,   0.338,  -0.244,   0.310,  -0.034,   0.586,  -0.211,   0.320
  126, 0_1_30 ,   0.063,   0.706,  -0.263,   0.683,   0.045,   0.548,  -0.254,   0.387
  127, 0_1_31 ,   0.076,   0.308,  -0.268,   0.318,   0.073,   0.427,  -0.263,   0.428
  128, 0_1_32 ,   0.057,   0.719,  -0.263,   0.621,   0.157,   0.454,  -0.286,   0.290
  129, 0_1_33 ,   0.054,   0.337,  -0.263,   0.238,   0.063,   0.466,  -0.255,   0.369
  130, 0_1_34 ,   0.040,   0.715,  -0.229,   0.630,  -0.109,   0.533,  -0.282,   0.402
  131, 0_1_35 ,   0.056,   0.380,  -0.247,   0.299,   0.096,   0.470,  -0.202,   0.361
  132, 0_1_36 ,   0.075,   0.686,  -0.282,   0.616,   0.022,   0.481,  -0.282,   0.345
  133, 0_1_37 ,   0.071,   0.394,  -0.273,   0.284,   0.133,   0.445,  -0.255,   0.365
  134, 0_1_38 ,   0.077,   0.672,  -0.255,   0.659,   0.102,   0.424,  -0.259,   0.441
  135, 0_1_39 ,   0.059,   0.365,  -0.264,   0.355,   0.015,   0.526,  -0.235,   0.448
  136, 0_1_40 ,   0.128,   0.727,  -0.230,   0.617,   0.211,   0.539,  -0.243,   0.437
  137, 0_1_41 ,   0.125,   0.344,  -0.244,   0.354,   0.073,   0.400,  -0.218,   0.341
  138, 0_1_42 ,   0.091,   0.721,  -0.284,   0.678,   0.140,   0.450,  -0.258,   0.389
  139, 0_1_43 ,   0.078,   0.451,  -0.249,   0.293,   0.125,   0.447,  -0.180,   0.357
  140, 0_1_44 ,   0.109,   0.681,  -0.306,   0.612,   0.115,   0.459,  -0.382,   0.307
  141, 0_1_45 ,   0.088,   0.398,  -0.281,   0.290,   0.110,   0.417,  -0.291,   0.299
  142, 0_1_46 ,   0.088,   0.745,  -0.232,   0.636,   0.089,   0.777,  -0.307,   0.477
  143, 0_1_47 ,   0.075,   0.459,  -0.239,   0.366,   0.174,   0.437,  -0.157,   0.345
  144, 0_1_48 ,   0.080,   0.691,  -0.228,   0.537,   0.149,   0.441,  -0.266,   0.376
  145, 0_1_49 ,   0.068,   0.387,  -0.249,   0.320,   0.045,   0.381,  -0.192,   0.310
  146, 0_1_50 ,   0.119,   0.715,  -0.258,   0.643,   0.155,   0.366,  -0.317,   0.417
  147, 0_1_51 ,   0.110,   0.418,  -0.265,   0.303,   0.207,   0.443,  -0.194,   0.322
  148, 0_1_52 ,   0.100,   0.685,  -0.220,   0.574,   0.238,   0.397,  -0.240,   0.408
  149, 0_1_53 ,   0.097,   0.396,  -0.227,   0.310,   0.138,   0.442,  -0.185,   0.287
  150, 0_1_54 ,   0.000,   0.150,   0.000,   0.150,   0.000,   0.000,   0.000,   0.000
  151, 0_1_55 ,   0.103,   0.348,  -0.202,   0.366,   0.160,   0.351,  -0.160,   0.363
  152, 0_1_56 ,   0.158,   0.631,  -0.231,   0.603,  -0.013,   0.570,  -0.250,   0.474
  153, 0_1_57 ,   0.141,   0.394,  -0.243,   0.380,   0.143,   0.434,  -0.214,   0.307
  154, 0_1_58 ,   0.154,   0.667,  -0.194,   0.522,   0.086,   0.388,  -0.282,   0.387
  155, 0_1_59 ,   0.128,   0.405,  -0.205,   0.283,   0.247,   0.465,  -0.174,   0.292
  156, 0_1_60 ,   0.139,   0.706,  -0.225,   0.546,   0.226,   0.402,  -0.211,   0.318
  157, 0_1_61 ,   0.125,   0.382,  -0.232,   0.318,   0.275,   0.389,  -0.114,   0.228
  158, 0_1_62 ,   0.000,   0.150,   0.000,   0.150,   0.000,   0.000,   0.000,   0.000
  159, 0_1_63 ,   0.177,   0.388,  -0.190,   0.299,   0.256,   0.409,  -0.087,   0.297
  160, 0_1_64 ,   0.131,   0.605,  -0.203,   0.598,  -0.045,   0.477,  -0.233,   0.449
  161, 0_1_65 ,   0.161,   0.893,  -0.208,   0.351,   0.247,   0.476,  -0.148,   0.400
  162, 0_1_66 ,   0.149,   0.605,  -0.195,   0.608,   0.278,   0.603,  -0.015,   0.324
  163, 0_1_67 ,   0.138,   0.397,  -0.212,   0.296,   0.284,   0.425,  -0.122,   0.242
  164, 0_1_68 ,   0.137,   0.672,  -0.207,   0.620,   0.016,   0.449,  -0.228,   0.365
  165, 0_1_69 ,   0.133,   0.384,  -0.204,   0.354,   0.223,   0.422,   0.001,   0.267
  166, 0_1_70 ,   0.154,   0.696,  -0.227,   0.582,   0.333,   0.376,  -0.125,   0.340
  167, 0_1_71 ,   0.152,   0.333,  -0.240,   0.256,   0.281,   0.400,  -0.098,   0.219
  168, 0_1_72 ,   0.168,   0.729,  -0.198,   0.682,   0.147,   0.515,  -0.109,   0.407
  169, 0_1_73 ,   0.163,   0.407,  -0.197,   0.256,   0.285,   0.557,  -0.052,   0.249
  170, 0_1_74 ,   0.143,   0.742,  -0.244,   0.747,   0.236,   0.424,  -0.117,   0.395
  171, 0_1_75 ,   0.130,   0.383,  -0.216,   0.301,   0.205,   0.493,  -0.044,   0.358
  172, 0_1_76 ,   0.150,   0.752,  -0.184,   0.589,   0.237,   0.347,  -0.035,   0.337
  173, 0_1_77 ,   0.148,   0.290,  -0.199,   0.251,   0.252,   0.519,  -0.094,   0.406
  174, 0_1_78 ,   0.166,   0.699,  -0.189,   0.630,   0.325,   0.409,  -0.036,   0.409
  175, 0_1_79 ,   0.176,   0.269,  -0.177,   0.200,   0.274,   0.480,  -0.089,   0.461
  176, 0_1_80 ,   0.171,   0.694,  -0.157,   0.584,   0.329,   0.572,  -0.039,   0.331
  177, 0_1_81 ,   0.155,   0.353,  -0.157,   0.219,   0.264,   0.554,  -0.063,   0.334
  178, 0_1_82 ,   0.153,   0.746,  -0.191,   0.545,   0.320,   0.612,   0.006,   0.292
  179, 0_1_83 ,   0.146,   0.301,  -0.206,   0.226,   0.343,   0.536,  -0.059,   0.346
  180, 0_1_84 ,   0.153,   0.632,  -0.223,   0.580,   0.373,   0.524,  -0.303,   0.311
  181, 0_1_85 ,   0.137,   0.382,  -0.194,   0.256,   0.267,   0.435,   0.013,   0.338
  182, 0_1_86 ,   0.141,   0.684,  -0.192,   0.563,   0.175,   0.479,   0.052,   0.341
  183, 0_1_87 ,   0.148,   0.351,  -0.158,   0.265,   0.307,   0.505,  -0.002,   0.227
  184, 0_1_88 ,   0.191,   0.533,  -0.173,   0.481,   0.251,   0.345,  -0.199,   0.287
  185, 0_1_89 ,   0.185,   0.366,  -0.172,   0.225,   0.354,   0.452,   0.039,   0.287
  186, 0_1_90 ,   0.194,   0.707,  -0.149,   0.543,   0.389,   0.435,   0.067,   0.369
  187, 0_1_91 ,   0.176,   0.362,  -0.146,   0.250,   0.182,   0.345,  -0.207,   0.175
  188, 0_1_92 ,   0.159,   0.695,  -0.127,   0.591,  -0.064,   0.425,  -0.304,   0.152
  189, 0_1_93 ,   0.119,   0.333,  -0.147,   0.252,   0.376,   0.393,   0.100,   0.301
  190, 0_1_94 ,   0.160,   0.595,  -0.129,   0.586,   0.341,   0.419,  -0.063,   0.492
  191, 0_1_95 ,   0.135,   0.330,  -0.135,   0.226,   0.246,   0.242,  -0.243,   0.200
  192, 0_2_0  ,   0.308,   0.183,   0.194,   0.104,   0.218,   0.232,   0.105,   0.057
  193, 0_2_1  ,   0.275,   0.325,   0.194,   0.113,   0.227,   0.058,   0.258,  -0.089
  194, 0_2_2  ,   0.280,   0.369,   0.187,   0.297,   0.206,   0.078,   0.083,   0.121
  195, 0_2_3  ,   0.299,   0.231,   0.344,   0.097,   0.248,   0.109,   0.269,   0.145
  196, 0_2_4  ,   0.292,   0.382,   0.196,   0.320,   0.146,   0.155,   0.284,   0.072
  197, 0_2_5  ,   0.307,   0.205,   0.202,   0.096,   0.285,   0.157,   0.290,  -0.016
  198, 0_2_6  ,   0.257,   0.397,   0.210,   0.302,   0.235,   0.121,   0.280,  -0.007
  199, 0_2_7  ,   0.294,   0.171,   0.194,   0.086,   0.283,   0.118,   0.319,   0.003
  200, 0_2_8  ,   0.322,   0.466,   0.231,   0.299,   0.315,   0.144,   0.136,   0.100
  201, 0_2_9  ,   0.308,   0.213,   0.218,   0.108,   0.259,   0.177,   0.249,  -0.017
  202, 0_2_10 ,   0.322,   0.506,   0.232,   0.285,   0.283,   0.107,   0.233,   0.045
  203, 0_2_11 ,   0.420,   0.445,   0.229,   0.070,   0.321,   0.202,   0.365,   0.063
  204, 0_2_12 ,   0.292,   0.353,   0.237,   0.134,   0.123,   0.093,   0.376,  -0.037
  205, 0_2_13 ,   0.321,   0.133,   0.246,   0.033,   0.300,   0.165,   0.312,   0.136
  206, 0_2_14 ,   0.308,   0.514,   0.201,   0.389,   0.220,   0.166,   0.135,   0.064
  207, 0_2_15 ,   0.319,   0.099,   0.258,  -0.053,   0.270,   0.319,   0.302,   0.055
  208, 0_2_16 ,   0.329,   0.503,   0.255,   0.384,   0.226,   0.200,   0.297,   0.005
  209, 0_2_17 ,   0.319,   0.143,   0.243,   0.043,   0.411,   0.305,   0.375,   0.125
  210, 0_2_18 ,   0.312,   0.502,   0.267,   0.347,   0.285,   0.191,   0.329,   0.056
  211, 0_2_19 ,   0.343,   0.102,   0.274,   0.009,   0.254,   0.197,   0.355,   0.143
  212, 0_2_20 ,   0.303,   0.716,   0.269,   0.344,   0.359,   0.163,   0.415,   0.091
  213, 0_2_21 ,   0.337,   0.246,   0.287,   0.115,   0.374,   0.289,   0.365,   0.048
  214, 0_2_22 ,   0.336,   0.509,   0.274,   0.339,   0.292,   0.071,   0.443,   0.033
  215, 0_2_23 ,   0.352,   0.089,   0.298,  -0.067,   0.383,   0.277,   0.377,   0.123
  216, 0_2_24 ,   0.343,   0.594,   0.273,   0.438,   0.310,   0.093,   0.187,   0.214
  217, 0_2_25 ,   0.355,   0.149,   0.298,  -0.007,   0.425,   0.369,   0.322,   0.137
  218, 0_2_26 ,   0.327,   0.616,   0.291,   0.393,   0.293,   0.176,   0.323,   0.143
  219, 0_2_27 ,   0.366,   0.148,   0.323,  -0.034,   0.399,   0.259,   0.368,   0.153
  220, 0_2_28 ,   0.339,   0.551,   0.286,   0.386,   0.308,   0.161,   0.275,   0.094
  221, 0_2_29 ,   0.370,   0.131,   0.346,  -0.063,   0.355,   0.279,   0.394,   0.205
  222, 0_2_30 ,   0.362,   0.562,   0.285,   0.363,   0.337,   0.204,   0.326,   0.177
  223, 0_2_31 ,   0.399,  -0.030,   0.337,   0.038,   0.399,   0.334,   0.340,   0.209
  224, 0_2_32 ,   0.373,   0.503,   0.308,   0.379,   0.400,   0.202,   0.313,   0.056
  225, 0_2_33 ,   0.390,   0.138,   0.344,  -0.046,   0.377,   0.249,   0.314,   0.248
  226, 0_2_34 ,   0.372,   0.534,   0.322,   0.317,   0.345,   0.224,   0.532,   0.110
  227, 0_2_35 ,   0.406,   0.196,   0.357,  -0.021,   0.411,   0.428,   0.336,   0.192
  228, 0_2_36 ,   0.354,   0.522,   0.321,   0.315,   0.472,   0.219,   0.330,   0.082
  229, 0_2_37 ,   0.376,   0.189,   0.353,  -0.026,   0.472,   0.238,   0.298,   0.175
  230, 0_2_38 ,   0.402,   0.506,   0.332,   0.358,   0.383,   0.201,   0.381,   0.313
  231, 0_2_39 ,   0.391,   0.241,   0.336,   0.046,   0.452,   0.316,   0.372,   0.036
  232, 0_2_40 ,   0.434,   0.537,   0.346,   0.314,   0.397,   0.266,   0.343,   0.191
  233, 0_2_41 ,   0.427,   0.221,   0.364,  -0.037,   0.379,   0.182,   0.328,   0.055
  234, 0_2_42 ,   0.421,   0.523,   0.350,   0.345,   0.560,   0.311,   0.349,   0.210
  235, 0_2_43 ,   0.409,   0.239,   0.359,   0.047,   0.453,   0.262,   0.341,   0.031
  236, 0_2_44 ,   0.290,   0.597,   0.358,   0.304,   0.134,   0.403,   0.353,   0.166
  237, 0_2_45 ,   0.436,   0.270,   0.374,   0.064,   0.533,   0.262,   0.378,   0.153
  238, 0_2_46 ,   0.439,   0.523,   0.381,   0.328,   0.526,   0.368,   0.422,   0.235
  239, 0_2_47 ,   0.435,   0.289,   0.368,   0.117,   0.526,   0.170,   0.378,   0.084
  240, 0_2_48 ,   0.502,   0.468,   0.396,   0.289,   0.594,   0.389,   0.505,   0.154
  241, 0_2_49 ,   0.469,   0.303,   0.400,   0.025,   0.505,   0.231,   0.422,   0.108
  242, 0_2_50 ,   0.486,   0.451,   0.390,   0.341,   0.529,   0.217,   0.481,   0.157
  243, 0_2_51 ,   0.374,   0.312,   0.392,   0.103,   0.677,   0.195,   0.471,   0.135
  244, 0_2_52 ,   0.487,   0.341,   0.396,   0.357,   0.562,   0.285,   0.354,   0.251
  245, 0_2_53 ,   0.453,   0.407,   0.416,   0.110,   0.596,   0.164,   0.359,   0.017
  246, 0_2_54 ,   0.519,   0.374,   0.431,   0.330,   0.583,   0.239,   0.439,   0.211
  247, 0_2_55 ,   0.505,   0.239,   0.422,   0.018,   0.592,   0.167,   0.398,   0.121
  248, 0_2_56 ,   0.545,   0.534,   0.439,   0.402,   0.673,   0.471,   0.447,   0.314
  249, 0_2_57 ,   0.530,   0.218,   0.422,   0.123,   0.644,   0.266,   0.427,   0.116
  250, 0_2_58 ,   0.567,   0.488,   0.462,   0.376,   0.670,   0.225,   0.862,   0.137
  251, 0_2_59 ,   0.556,   0.197,   0.441,   0.094,   0.678,   0.190,   0.399,   0.110
  252, 0_2_60 ,   0.577,   0.539,   0.450,   0.359,   0.677,   0.239,   0.466,   0.304
  253, 0_2_61 ,   0.576,   0.232,   0.475,   0.037,   0.699,   0.198,   0.531,   0.022
  254, 0_2_62 ,   0.598,   0.519,   0.478,   0.349,   0.772,   0.246,   0.547,   0.093
  255, 0_2_63 ,   0.578,   0.189,   0.470,   0.024,   0.686,   0.142,   0.452,   0.094
  256, 0_2_64 ,   0.644,   0.474,   0.396,   0.396,   0.774,   0.326,   0.406,   0.302
  257, 0_2_65 ,   0.584,   0.281,   0.465,   0.123,   0.671,   0.306,   0.577,   0.073
  258, 0_2_66 ,   0.625,   0.469,   0.490,   0.432,   0.754,   0.267,   0.512,   0.158
  259, 0_2_67 ,   0.610,   0.211,   0.489,   0.033,   0.513,   0.272,   0.468,   0.130
