TABLE CRVTime  124155-999999
#  cid 302
# channel,timeOffset
0,0.000000
1,24.461500
2,0.000000
3,24.461500
4,0.000000
5,24.461500
6,0.000000
7,24.461500
8,0.000000
9,24.461500
10,0.000000
11,24.461500
12,0.000000
13,24.461500
14,0.000000
15,24.461500
16,0.000000
17,24.461500
18,0.000000
19,24.461500
20,0.000000
21,24.461500
22,0.000000
23,24.461500
24,0.000000
25,24.461500
26,0.000000
27,24.461500
28,0.000000
29,24.461500
30,0.000000
31,24.461500
32,-0.004333
33,25.401100
34,-0.004333
35,25.401100
36,-0.004333
37,25.401100
38,-0.004333
39,25.401100
40,-0.004333
41,25.401100
42,-0.004333
43,25.401100
44,-0.004333
45,25.401100
46,-0.004333
47,25.401100
48,-0.004333
49,25.401100
50,-0.004333
51,25.401100
52,-0.004333
53,25.401100
54,-0.004333
55,25.401100
56,-0.004333
57,25.401100
58,-0.004333
59,25.401100
60,-0.004333
61,25.401100
62,-0.004333
63,25.401100
64,1.120330
65,25.186500
66,1.120330
67,25.186500
68,1.120330
69,25.186500
70,1.120330
71,25.186500
72,1.120330
73,25.186500
74,1.120330
75,25.186500
76,1.120330
77,25.186500
78,1.120330
79,25.186500
80,1.120330
81,25.186500
82,1.120330
83,25.186500
84,1.120330
85,25.186500
86,1.120330
87,25.186500
88,1.120330
89,25.186500
90,1.120330
91,25.186500
92,1.120330
93,25.186500
94,1.120330
95,25.186500
96,1.836640
97,26.316800
98,1.836640
99,26.316800
100,1.836640
101,26.316800
102,1.836640
103,26.316800
104,1.836640
105,26.316800
106,1.836640
107,26.316800
108,1.836640
109,26.316800
110,1.836640
111,26.316800
112,1.836640
113,26.316800
114,1.836640
115,26.316800
116,1.836640
117,26.316800
118,1.836640
119,26.316800
120,1.836640
121,26.316800
122,1.836640
123,26.316800
124,1.836640
125,26.316800
126,1.836640
127,26.316800
128,-0.727527
129,24.296500
130,-0.727527
131,24.296500
132,-0.727527
133,24.296500
134,-0.727527
135,24.296500
136,-0.727527
137,24.296500
138,-0.727527
139,24.296500
140,-0.727527
141,24.296500
142,-0.727527
143,24.296500
144,-0.727527
145,24.296500
146,-0.727527
147,24.296500
148,-0.727527
149,24.296500
150,-0.727527
151,24.296500
152,-0.727527
153,24.296500
154,-0.727527
155,24.296500
156,-0.727527
157,24.296500
158,-0.727527
159,24.296500
160,0.267016
161,24.456900
162,0.267016
163,24.456900
164,0.267016
165,24.456900
166,0.267016
167,24.456900
168,0.267016
169,24.456900
170,0.267016
171,24.456900
172,0.267016
173,24.456900
174,0.267016
175,24.456900
176,0.267016
177,24.456900
178,0.267016
179,24.456900
180,0.267016
181,24.456900
182,0.267016
183,24.456900
184,0.267016
185,24.456900
186,0.267016
187,24.456900
188,0.267016
189,24.456900
190,0.267016
191,24.456900
192,0.790910
193,24.710600
194,0.790910
195,24.710600
196,0.790910
197,24.710600
198,0.790910
199,24.710600
200,0.790910
201,24.710600
202,0.790910
203,24.710600
204,0.790910
205,24.710600
206,0.790910
207,24.710600
208,0.790910
209,24.710600
210,0.790910
211,24.710600
212,0.790910
213,24.710600
214,0.790910
215,24.710600
216,0.790910
