TABLE CRVTime  124000-999999
#  cid 302
# channel,timeOffset
0,0.000000
1,26.241500
2,0.000000
3,26.241500
4,0.000000
5,26.241500
6,0.000000
7,26.241500
8,0.000000
9,26.241500
10,0.000000
11,26.241500
12,0.000000
13,26.241500
14,0.000000
15,26.241500
16,0.000000
17,26.241500
18,0.000000
19,26.241500
20,0.000000
21,26.241500
22,0.000000
23,26.241500
24,0.000000
25,26.241500
26,0.000000
27,26.241500
28,0.000000
29,26.241500
30,0.000000
31,26.241500
32,-0.004333
33,27.181100
34,-0.004333
35,27.181100
36,-0.004333
37,27.181100
38,-0.004333
39,27.181100
40,-0.004333
41,27.181100
42,-0.004333
43,27.181100
44,-0.004333
45,27.181100
46,-0.004333
47,27.181100
48,-0.004333
49,27.181100
50,-0.004333
51,27.181100
52,-0.004333
53,27.181100
54,-0.004333
55,27.181100
56,-0.004333
57,27.181100
58,-0.004333
59,27.181100
60,-0.004333
61,27.181100
62,-0.004333
63,27.181100
64,1.120330
65,26.966500
66,1.120330
67,26.966500
68,1.120330
69,26.966500
70,1.120330
71,26.966500
72,1.120330
73,26.966500
74,1.120330
75,26.966500
76,1.120330
77,26.966500
78,1.120330
79,26.966500
80,1.120330
81,26.966500
82,1.120330
83,26.966500
84,1.120330
85,26.966500
86,1.120330
87,26.966500
88,1.120330
89,26.966500
90,1.120330
91,26.966500
92,1.120330
93,26.966500
94,1.120330
95,26.966500
96,1.836640
97,28.096800
98,1.836640
99,28.096800
100,1.836640
101,28.096800
102,1.836640
103,28.096800
104,1.836640
105,28.096800
106,1.836640
107,28.096800
108,1.836640
109,28.096800
110,1.836640
111,28.096800
112,1.836640
113,28.096800
114,1.836640
115,28.096800
116,1.836640
117,28.096800
118,1.836640
119,28.096800
120,1.836640
121,28.096800
122,1.836640
123,28.096800
124,1.836640
125,28.096800
126,1.836640
127,28.096800
128,-0.358527
129,26.249500
130,-0.358527
131,26.249500
132,-0.358527
133,26.249500
134,-0.358527
135,26.249500
