TABLE TrkDelayPanel 107000-200000
    0,     -0.000
    1,     -0.000
    2,     -0.000
    3,     -0.000
    4,     -0.000
    5,     -0.000
    6,    -26.000
    7,    -26.000
    8,    -26.000
    9,    -26.000
   10,    -26.000
   11,    -26.000
   12,    -31.000
   13,    -31.000
   14,    -31.000
   15,    -31.000
   16,    -31.000
   17,    -31.000
   18,      2.000
   19,      2.000
   20,      2.000
   21,      2.000
   22,      2.000
   23,      2.000
   24,    -27.000
   25,    -27.000
   26,    -27.000
   27,    -27.000
   28,    -27.000
   29,    -27.000
   30,    -26.000
   31,    -26.000
   32,    -26.000
   33,    -26.000
   34,    -26.000
   35,    -26.000
   36,    -24.000
   37,    -24.000
   38,    -24.000
   39,    -24.000
   40,    -24.000
   41,    -24.000
   42,    -49.000
   43,    -49.000
   44,    -49.000
   45,    -49.000
   46,    -49.000
   47,    -49.000
   48,    -21.000
   49,    -21.000
   50,    -21.000
   51,    -21.000
   52,    -21.000
   53,    -21.000
   54,      3.000
   55,      3.000
   56,      3.000
   57,      3.000
   58,      3.000
   59,      3.000
   60,     -1.000
   61,     -1.000
   62,     -1.000
   63,     -1.000
   64,     -1.000
   65,     -1.000
   66,    -29.000
   67,    -29.000
   68,    -29.000
   69,    -29.000
   70,    -29.000
   71,    -29.000
   72,      1.000
   73,      1.000
   74,      1.000
   75,      1.000
   76,      1.000
   77,      1.000
   78,      1.000
   79,      1.000
   80,      1.000
   81,      1.000
   82,      1.000
   83,      1.000
   84,      0.000
   85,      0.000
   86,      0.000
   87,      0.000
   88,      0.000
   89,      0.000
   90,      0.000
   91,      0.000
   92,      0.000
   93,      0.000
   94,      0.000
   95,      0.000
   96,     36.000
   97,     36.000
   98,     36.000
   99,     36.000
  100,     36.000
  101,     36.000
  102,     13.000
  103,     13.000
  104,     13.000
  105,     13.000
  106,     13.000
  107,     13.000
  108,     38.000
  109,     38.000
  110,     38.000
  111,     38.000
  112,     38.000
  113,     38.000
  114,     38.000
  115,     38.000
  116,     38.000
  117,     38.000
  118,     38.000
  119,     38.000
  120,    -47.000
  121,    -47.000
  122,    -47.000
  123,    -47.000
  124,    -47.000
  125,    -47.000
  126,    -47.000
  127,    -47.000
  128,    -47.000
  129,    -47.000
  130,    -47.000
  131,    -47.000
  132,   -242.000
  133,   -242.000
  134,   -242.000
  135,   -242.000
  136,   -242.000
  137,   -242.000
  138,   -227.000
  139,   -227.000
  140,   -227.000
  141,   -227.000
  142,   -227.000
  143,   -227.000
  144,    -26.000
  145,    -26.000
  146,    -26.000
  147,    -26.000
  148,    -26.000
  149,    -26.000
  150,    -48.000
  151,    -48.000
  152,    -48.000
  153,    -48.000
  154,    -48.000
  155,    -48.000
  156,    -48.000
  157,    -48.000
  158,    -48.000
  159,    -48.000
  160,    -48.000
  161,    -48.000
  162,    -47.000
  163,    -47.000
  164,    -47.000
  165,    -47.000
  166,    -47.000
  167,    -47.000
  168,    -46.000
  169,    -46.000
  170,    -46.000
  171,    -46.000
  172,    -46.000
  173,    -46.000
  174,    -44.000
  175,    -44.000
  176,    -44.000
  177,    -44.000
  178,    -44.000
  179,    -44.000
  180,    -42.000
  181,    -42.000
  182,    -42.000
  183,    -42.000
  184,    -42.000
  185,    -42.000
  186,    -17.000
  187,    -17.000
  188,    -17.000
  189,    -17.000
  190,    -17.000
  191,    -17.000
  192,    -19.000
  193,    -19.000
  194,    -19.000
  195,    -19.000
  196,    -19.000
  197,    -19.000
  198,    -21.000
  199,    -21.000
  200,    -21.000
  201,    -21.000
  202,    -21.000
  203,    -21.000
  204,    -46.000
  205,    -46.000
  206,    -46.000
  207,    -46.000
  208,    -46.000
  209,    -46.000
  210,    -51.000
  211,    -51.000
  212,    -51.000
  213,    -51.000
  214,    -51.000
  215,    -51.000
