TABLE TrkAlignStraw
196, 00_2_04, -0.326000, 0.280000, -0.202000, 0.333000, -0.444000, -0.050000, -0.374000, 0.098000
197, 00_2_05, -0.303000, 0.347000, -0.216000, 0.448000, -0.402000, -0.194000, -0.218000, -0.015000
198, 00_2_06, -0.291000, 0.238000, -0.204000, 0.409000, -0.366000, -0.068000, -0.337000, 0.178000
199, 00_2_07, -0.330000, 0.341000, -0.243000, 0.748000, -0.428000, -0.076000, -0.263000, 0.075000
200, 00_2_08, -0.285000, 0.201000, -0.233000, 0.394000, -0.472000, -0.056000, -0.356000, 0.141000
201, 00_2_09, -0.330000, 0.331000, -0.237000, 0.405000, -0.416000, -0.080000, -0.287000, 0.014000
202, 00_2_10, -0.296000, 0.241000, -0.239000, 0.377000, -0.508000, -0.101000, -0.317000, 0.125000
203, 00_2_11, -0.320000, 0.300000, -0.266000, 0.415000, -0.469000, -0.082000, -0.262000, 0.011000
204, 00_2_12, -0.307000, 0.267000, -0.198000, 0.432000, -0.488000, -0.087000, -0.428000, 0.064000
205, 00_2_13, -0.338000, 0.284000, -0.229000, 0.383000, -0.417000, -0.035000, -0.270000, 0.028000
206, 00_2_14, -0.303000, 0.239000, -0.244000, 0.402000, -0.496000, -0.205000, -0.368000, 0.089000
207, 00_2_15, -0.265000, 0.242000, -0.234000, 0.364000, -0.386000, -0.067000, -0.198000, 0.095000
208, 00_2_16, -0.311000, 0.401000, -0.247000, 0.440000, -0.534000, 0.054000, -0.359000, 0.130000
209, 00_2_17, -0.277000, 0.319000, -0.244000, 0.384000, -0.304000, -0.005000, -0.308000, 0.095000
210, 00_2_18, -0.325000, 0.284000, -0.244000, 0.441000, -0.495000, -0.133000, -0.303000, 0.057000
211, 00_2_19, -0.342000, 0.311000, -0.237000, 0.343000, -0.452000, 0.057000, -0.300000, 0.148000
212, 00_2_20, -0.392000, 0.384000, -0.236000, 0.408000, -0.525000, -0.119000, -0.383000, 0.118000
213, 00_2_21, -0.316000, 0.283000, -0.251000, 0.337000, -0.354000, 0.059000, -0.240000, 0.114000
214, 00_2_22, -0.247000, 0.309000, -0.235000, 0.435000, -0.423000, -0.132000, -0.366000, 0.112000
215, 00_2_23, -0.282000, 0.266000, -0.244000, 0.329000, -0.307000, 0.035000, -0.290000, 0.198000
216, 00_2_24, -0.345000, 0.272000, -0.268000, 0.462000, -0.464000, -0.137000, -0.214000, 0.193000
217, 00_2_25, -0.308000, 0.271000, -0.281000, 0.343000, -0.405000, 0.088000, -0.200000, 0.255000
218, 00_2_26, -0.304000, 0.595000, -0.242000, 0.480000, -0.470000, -0.049000, -0.230000, 0.099000
219, 00_2_27, -0.282000, 0.247000, -0.236000, 0.349000, -0.245000, 0.011000, -0.171000, 0.218000
220, 00_2_28, -0.362000, 0.322000, -0.192000, 0.428000, -0.504000, -0.010000, -0.247000, 0.143000
221, 00_2_29, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
222, 00_2_30, -0.292000, 0.296000, -0.231000, 0.383000, -0.402000, 0.008000, -0.220000, 0.111000
223, 00_2_31, -0.268000, 0.252000, -0.225000, 0.338000, -0.203000, 0.108000, -0.224000, 0.230000
224, 00_2_32, -0.334000, 0.287000, -0.208000, 0.467000, -0.442000, -0.015000, -0.080000, 0.167000
225, 00_2_33, -0.290000, 0.245000, -0.221000, 0.437000, -0.281000, 0.138000, -0.114000, 0.206000
226, 00_2_34, -0.232000, 0.236000, -0.215000, 0.432000, -0.311000, 0.059000, -0.123000, 0.278000
227, 00_2_35, -0.203000, 0.272000, -0.136000, 0.344000, -0.260000, 0.066000, -0.065000, 0.159000
228, 00_2_36, -0.275000, 0.249000, -0.248000, 0.476000, -0.351000, 0.022000, -0.135000, 0.264000
229, 00_2_37, -0.271000, 0.253000, -0.239000, 0.391000, -0.228000, 0.108000, -0.032000, 0.159000
230, 00_2_38, -0.383000, 0.393000, -0.250000, 0.458000, -0.392000, 0.138000, -0.064000, 0.319000
231, 00_2_39, -0.277000, 0.285000, -0.268000, 0.352000, -0.340000, 0.130000, 0.022000, 0.183000
232, 00_2_40, -0.259000, 0.302000, -0.225000, 0.411000, -0.292000, 0.044000, 0.050000, 0.107000
233, 00_2_41, -0.237000, 0.301000, -0.222000, 0.406000, -0.139000, 0.052000, 0.030000, 0.021000
234, 00_2_42, -0.254000, 0.234000, -0.220000, 0.382000, -0.347000, 0.108000, -0.070000, 0.191000
235, 00_2_43, -0.263000, 0.279000, -0.242000, 0.418000, -0.239000, 0.136000, -0.053000, 0.073000
236, 00_2_44, -0.208000, 0.236000, -0.196000, 0.357000, -0.238000, 0.051000, 0.005000, 0.250000
237, 00_2_45, -0.222000, 0.330000, -0.211000, 0.396000, -0.165000, 0.099000, -0.019000, 0.149000
238, 00_2_46, -0.173000, 0.237000, -0.213000, 0.338000, -0.228000, 0.094000, -0.130000, 0.158000
239, 00_2_47, -0.217000, 0.370000, -0.228000, 0.437000, -0.248000, 0.140000, -0.011000, 0.109000
240, 00_2_48, -0.187000, 0.207000, -0.196000, 0.352000, -0.248000, 0.109000, -0.046000, 0.082000
241, 00_2_49, -0.224000, 0.346000, -0.201000, 0.380000, -0.097000, -0.010000, -0.082000, 0.184000
242, 00_2_50, -0.161000, 0.218000, -0.144000, 0.376000, -0.273000, 0.178000, -0.029000, 0.234000
243, 00_2_51, -0.199000, 0.339000, -0.148000, 0.470000, -0.100000, 0.083000, -0.149000, 0.193000
